Id;habit_tipo;habit_zona_tipo;lote_testada;lote_area;rua_acesso_tipo;acesso_jardim_tipo;lote_formato;lote_topografia;servicos_publicos;lote_configuracao;lote_declive;bairro;habitacao_tipo;habitacao_estilo;acabamento_nivel;condicao_geral;construcao_ano;reforma_estrutural_ano;telhado_ipo;telhado_material;exterior_revestimento;exterior_revestimento_2;alvenaria_cobertura;alvenaria_area;exterior_mat_qualidade;exterior_condicao;tipo_fundacao;porao_altura_qualidade;porao_estado_geral;parede_jardim_estado;porao_espaco_qualidade;area_construida;area_finulllizada_qualidade;metros_acabados_2;area_inacabada_porao;porao_area_total;aquecimento_tipo;aquecimento_qualidade;ar_condicionado_central;sistema_eletrico;area_andar_1;area_andar_2;area_quadrada_baixa_qualidade;area_habitavel;quantidade_banheiro_porao;quantidade_lavabo_porao;quantidade_banheiros_completos;quantidade_lavabos;quantidade_quartos;quantidade_cozinha;cozinha_qualidade;quartos_quantidade;Functional;lareira_quantidade;lareira_qualidade;condicao_1;condicao_2;garagem_tipo;garagem_ano_construcao;garagem_acabamento;garagem_carros;garagem_area;garagem_qualidade;garagem_condicao;rua_Parcialavimento;deck_area;varanda_aberta_area;varanda_fechada_area;varanda_inverno_area;varanda_verao_area;piscina_area;piscina_qualidade;cerca;recursos_extras;recursos_extras_valor;venda_mes;venda_ano;venda_tipo;venda_condicao;venda_preco
384;45;Residencial Alta Densidade;60;9000;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Mirasol;1Fam;1.5Unf;6;3;1928;1950;Empenado;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Razoável;Razoável;Sem Exposiçao;Inacabado;0;inacabado;0;784;784;Gás;Médio;não;FuseA;784;0;0;784;0;0;1;0;2;1;Média;5;Typ;0;null;Normal;Normal;Separado da casa;1950;Inacabado;2;360;Razoável;Razoável;Cascalho;0;0;91;0;0;0;null;null;null;0;10;2009;Termo de Garantia - 15% de entradavencional;Normal;76000
385;60;Residencial Baixa Densidade;NA;53107;Pavimentado;NA;Moderadamente Irregular;Declive a partir da rua;Todos;Esquina;Moderado;Curicica;1Fam;2Story;6;5;1992;1992;Empenado;Telha Padrão;Placa dura;Placa Rígida;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;985;inacabado;0;595;1580;Gás;Excelente;sim;SBrkr;1079;874;0;1953;1;0;2;1;3;1;Bom;9;Typ;2;Razoável;Rua lateral;Normal;Anexo à casa;1992;Acabado;2;501;Média;Média;Parcialavimentado;216;231;0;0;0;0;null;null;null;0;6;2007;Termo de Garantia - 15% de entradavencional;Normal;240000
386;120;Residencial Baixa Densidade;43;3182;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Bingen;TwnhsE;1Story;8;5;2004;2005;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;16;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Boa para morar;24;inacabado;0;1232;1256;Gás;Excelente;sim;SBrkr;1269;0;0;1269;0;0;2;0;2;1;Bom;6;Typ;1;Média;Normal;Normal;Anexo à casa;2004;Acabado;2;430;Média;Média;Parcialavimentado;146;20;0;0;144;0;null;null;null;0;4;2010;Termo de Garantia - 15% de entradavencional;Normal;192000
387;50;Residencial Baixa Densidade;58;8410;Pavimentado;NA;Regular;Plano;Todos;Duas Frentes;Suave;Maracana;1Fam;1.5Fin;5;3;1910;1996;Gambrel;Telha Padrão;Revestimento de madeira;Revestimento de vinil;Nenhum;0;Mediano;Razoável;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;658;658;Gás;Médio;sim;SBrkr;658;526;0;1184;0;0;1;0;5;1;Média;8;Typ;0;null;Rua lateral;Normal;null;NA;null;0;0;null;null;Cascalho;0;151;0;0;0;0;null;null;null;0;5;2006;Termo de Garantia - 15% de entradavencional;Terreno adjacente;81000
388;80;Residencial Baixa Densidade;72;7200;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;SLvl;6;6;1976;1976;Telha de Barro;Telha Padrão;Revestimento de metal;Revestimento de Metal;Pedra Lasca;255;Mediano;Médio;Bloco de concreto;Médio;Média;Médio;Alojamento mediano;631;inacabado;0;410;1041;Gás;Excelente;sim;SBrkr;1125;0;0;1125;1;0;1;0;3;1;Média;6;Typ;1;Razoável;Normal;Normal;Separado da casa;1977;Inacabado;1;352;Média;Média;Parcialavimentado;296;0;0;0;0;0;null;Boa de madeira;null;0;10;2009;Termo de Garantia - 15% de entradavencional;Anormal;125000
389;20;Residencial Baixa Densidade;93;9382;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Fim de rua;Suave;Tijuca;1Fam;1Story;7;5;1999;2000;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;125;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1468;1468;Gás;Excelente;sim;SBrkr;1479;0;0;1479;0;0;2;0;3;1;Bom;6;Typ;0;null;Normal;Normal;Anexo à casa;1999;Acabamento Bruto;2;577;Média;Média;Parcialavimentado;120;25;0;0;0;0;null;null;null;0;7;2008;Termo de Garantia - 15% de entradavencional;Normal;191000
390;60;Residencial Baixa Densidade;96;12474;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Capivari;1Fam;2Story;10;5;2007;2008;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra;272;Exelente;Médio;Concreto armado;Excelente;Média;Médio;Boa para morar;1280;inacabado;0;402;1682;Gás;Excelente;sim;SBrkr;1742;590;0;2332;1;0;2;1;3;1;Excelente;9;Typ;1;Excelente;Normal;Normal;Embutido;2008;Acabado;3;846;Média;Média;Parcialavimentado;196;134;0;0;0;0;null;null;null;0;8;2008;Casa nova;Parcial;426000
391;50;Residencial Baixa Densidade;50;8405;Pavimentado;Cascalho;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1.5Fin;5;8;1900;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Médio;Bom;Sem Exposiçao;Sala de Sala de recreação médiareação média;241;Alojamento abaixo da média;391;229;861;Gás;Excelente;sim;SBrkr;961;406;0;1367;1;0;1;0;4;1;Média;7;Typ;0;null;Normal;Normal;Separado da casa;1978;Inacabado;1;384;Média;Média;Parcialavimentado;0;130;112;0;0;0;null;Baixa privacidade;null;0;4;2008;Termo de Garantia - 15% de entradavencional;Normal;119000
392;60;Residencial Baixa Densidade;71;12209;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Fim de rua;Suave;Copacabana;1Fam;2Story;6;5;2001;2002;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Mediano;Médio;Concreto armado;Excelente;Média;Sem Exposiçao;Alojamento mediano;690;inacabado;0;114;804;Gás;Excelente;sim;SBrkr;804;1157;0;1961;1;0;2;1;3;1;Bom;7;Typ;1;Média;Normal;Normal;Embutido;2001;Acabado;2;560;Média;Média;Parcialavimentado;125;192;0;0;0;0;null;null;null;0;6;2009;Termo de Garantia - 15% de entradavencional;Normal;215000
393;20;Residencial Baixa Densidade;NA;8339;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Arpuador;1Fam;1Story;5;7;1959;1959;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Laje;null;null;null;null;0;null;0;0;0;Gás;Médio;sim;SBrkr;882;0;0;882;0;0;1;0;3;1;Média;5;Typ;0;null;Normal;Normal;Anexo à casa;1959;Acabamento Bruto;1;294;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;Baixa privacidade;Galpão;1200;7;2007;Termo de Garantia - 15% de entradavencional;Normal;106500
394;30;Residencial Baixa Densidade;NA;7446;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Leblon;1Fam;1Story;4;5;1941;1950;Empenado;Telha Padrão;Telhas de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Sala de Sala de recreação médiareação média;266;inacabado;0;522;788;Gás;Médio;sim;FuseA;788;0;0;788;0;0;1;0;2;1;Média;4;Typ;2;Média;Rua lateral;Normal;null;NA;null;0;0;null;null;Parcialavimentado;0;0;0;0;0;0;null;Boa de madeira;null;0;4;2006;Termo de Garantia - 15% de entradavencional;Anormal;100000
394;30;Residencial Baixa Densidade;NA;7446;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Leblon;1Fam;1Story;4;5;1941;1950;Empenado;Telha Padrão;Telhas de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Sala de Sala de recreação médiareação média;266;inacabado;0;522;788;Gás;Médio;sim;FuseA;788;0;0;788;0;0;1;0;2;1;Média;4;Typ;2;Média;Rua lateral;Normal;null;NA;null;0;0;null;null;Parcialavimentado;0;0;0;0;0;0;null;Boa de madeira;null;0;4;2006;Termo de Garantia - 15% de entradavencional;Anormal;100000
395;50;Residencial Baixa Densidade;60;10134;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Osasco;1Fam;1.5Fin;5;6;1940;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;735;735;Gás;Bom;sim;FuseA;735;299;0;1034;0;0;1;0;2;1;Média;5;Typ;0;null;Normal;Normal;Separado da casa;1940;Inacabado;1;240;Média;Média;Parcialavimentado;0;39;0;0;0;0;null;null;null;0;7;2007;Termo de Garantia - 15% de entradavencional;Normal;109000
396;20;Residencial Baixa Densidade;68;9571;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1Story;5;6;1956;1956;Empenado;Telha Padrão;Revestimento de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Médio;Alojamento abaixo da média;739;inacabado;0;405;1144;Gás;Médio;sim;SBrkr;1144;0;0;1144;1;0;1;0;3;1;Média;6;Typ;0;null;Normal;Normal;Anexo à casa;1956;Inacabado;1;596;Média;Média;Parcialavimentado;44;0;0;0;0;0;null;null;null;0;6;2010;Termo de Garantia - 15% de entradavencional;Normal;129000
396;20;Residencial Baixa Densidade;68;9571;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1Story;5;6;1956;1956;Empenado;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Médio;Alojamento abaixo da média;739;inacabado;0;405;1144;Gás;Médio;sim;SBrkr;1144;0;0;1144;1;0;1;0;3;1;Média;6;Typ;0;null;Normal;Normal;Anexo à casa;1956;Inacabado;1;596;Média;Média;Parcialavimentado;44;0;0;0;0;0;null;null;null;0;6;2010;Termo de Garantia - 15% de entradavencional;Normal;129000
397;20;Residencial Baixa Densidade;60;7200;Pavimentado;NA;Regular;Declive a partir da rua;Todos;Interno;Suave;Tijuca;1Fam;1Story;5;5;1972;1972;Telha de Barro;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Médio;Sala de Sala de recreação médiareação média;777;inacabado;0;117;894;Gás;Médio;sim;SBrkr;894;0;0;894;0;0;1;0;2;1;Média;6;Typ;0;null;Normal;Normal;Separado da casa;1985;Acabamento Bruto;2;600;Média;Média;Parcialavimentado;215;0;0;0;0;0;null;null;null;0;9;2009;Termo de Garantia - 15% de entradavencional;Normal;123000
398;60;Residencial Baixa Densidade;69;7590;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Arpuador;1Fam;2Story;5;5;1962;1962;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;288;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento mediano;540;inacabado;0;324;864;Gás;Médio;sim;SBrkr;876;936;0;1812;0;0;2;0;4;1;Média;8;Typ;1;Média;PosN;Normal;Anexo à casa;1962;Acabamento Bruto;1;264;Média;Média;Parcialavimentado;0;168;0;0;0;0;null;null;null;0;7;2007;Termo de Garantia - 15% de entradavencional;Normal;169500
399;30;Residencial Média Densidade;60;8967;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Itaipava;1Fam;1Story;5;2;1920;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Razoável;Tijolos e Azuleijos;Razoável;Po;Sem Exposiçao;Inacabado;0;inacabado;0;961;961;Gás;Bom;sim;Mix;1077;0;0;1077;0;0;1;0;2;1;Média;6;Maj2;0;null;Normal;Normal;Separado da casa;1920;Inacabado;1;338;Po;Po;Cascalho;0;0;0;0;0;0;null;null;null;0;11;2007;Termo de Garantia - 15% de entradavencional;Anormal;67000
400;60;Residencial Vila Flutuante;65;8125;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Iriri;1Fam;2Story;7;5;2006;2007;Empenado;Telha Padrão;Placa de cimento;Placa de Cimento;Pedra;100;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Boa para morar;812;inacabado;0;280;1092;Gás;Excelente;sim;SBrkr;1112;438;0;1550;1;0;2;0;2;1;Bom;7;Typ;0;null;Normal;Normal;Anexo à casa;2007;Acabado;2;438;Média;Média;Parcialavimentado;0;168;0;0;0;0;null;null;null;0;10;2009;Termo de Garantia - 15% de entradavencional;Normal;241000
401;120;Residencial Baixa Densidade;38;14963;Pavimentado;NA;Moderadamente Irregular;Plano;Todos;Interno;Suave;Vassouras;TwnhsE;1Story;8;5;1996;1996;Empenado;Telha Padrão;Cara de tijolo;Brick Face;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Boa para morar;786;inacabado;0;474;1260;Gás;Excelente;sim;SBrkr;1288;0;0;1288;1;0;1;1;1;1;Excelente;4;Typ;2;Bom;Normal;Normal;Anexo à casa;1996;Acabado;2;500;Média;Média;Parcialavimentado;120;30;0;0;224;0;null;null;null;0;12;2008;Termo de Garantia - 15% de entradavencional;Normal;245500
402;20;Residencial Baixa Densidade;65;8767;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Tijuca;1Fam;1Story;7;5;2005;2005;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;24;inacabado;0;1286;1310;Gás;Excelente;sim;SBrkr;1310;0;0;1310;0;0;2;0;3;1;Bom;6;Typ;1;Bom;Normal;Normal;Anexo à casa;2005;Acabado;2;400;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;7;2006;Casa nova;Parcial;164990
403;30;Residencial Baixa Densidade;60;10200;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maragogi;1Fam;1Story;5;8;1940;1997;Empenado;Telha Padrão;Revestimento de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;672;672;Gás;Excelente;sim;SBrkr;672;0;0;672;0;0;1;0;2;1;Média;4;Typ;0;null;Normal;Normal;Separado da casa;1940;Inacabado;1;240;Média;Média;Cascalho;168;0;0;0;0;0;null;Boa privacidade;null;0;8;2008;Termo de Garantia - 15% de entradavencional;Normal;108000
403;30;Residencial Baixa Densidade;60;10200;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maragogi;1Fam;1Story;5;8;1940;1997;Empenado;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;672;672;Gás;Excelente;sim;SBrkr;672;0;0;672;0;0;1;0;2;1;Média;4;Typ;0;null;Normal;Normal;Separado da casa;1940;Inacabado;1;240;Média;Média;Cascalho;168;0;0;0;0;0;null;Boa privacidade;null;0;8;2008;Termo de Garantia - 15% de entradavencional;Normal;108000
404;60;Residencial Baixa Densidade;93;12090;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Lapa;1Fam;2Story;8;5;1998;1998;Telha de Barro;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;650;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1141;1141;Gás;Bom;sim;SBrkr;1165;1098;0;2263;0;0;2;1;4;1;Bom;10;Typ;1;Média;Normal;Normal;Embutido;1998;Acabado;2;420;Média;Média;Parcialavimentado;144;123;0;0;0;0;null;null;null;0;7;2006;Termo de Garantia - 15% de entradavencional;Anormal;258000
405;60;Residencial Baixa Densidade;NA;10364;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Morin;1Fam;2Story;6;5;1995;1996;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;806;806;Gás;Bom;sim;SBrkr;806;766;0;1572;0;0;2;1;3;1;Média;7;Typ;1;Média;Normal;Normal;Embutido;1995;Acabado;2;373;Média;Média;Parcialavimentado;0;40;0;0;0;0;null;null;null;0;5;2007;Termo de Garantia - 15% de entradavencional;Normal;168000
406;20;Residencial Baixa Densidade;NA;9991;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Esquina;Suave;Maragogi;1Fam;1Story;4;4;1976;1993;Empenado;Telha Padrão;Madeira compensada;Contraplacado;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento abaixo da média;1116;inacabado;0;165;1281;Gás;Excelente;sim;SBrkr;1620;0;0;1620;1;0;2;0;3;1;Média;8;Min1;1;Média;Rua lateral;Normal;Anexo à casa;1993;Inacabado;2;490;Média;Média;Parcialavimentado;120;78;0;0;0;0;null;Boa de madeira;null;0;6;2009;Termo de Garantia - 15% de entradavencional;Normal;150000
407;50;Residencial Baixa Densidade;51;10480;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Inema;1Fam;1.5Fin;6;5;1936;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1064;1064;Gás;Excelente;sim;FuseA;1166;0;473;1639;0;0;1;0;3;1;Média;6;Maj2;0;null;Normal;Normal;Separado da casa;1936;Inacabado;1;240;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;3;2008;Termo de Garantia - 15% de entradavencional;Normal;115000
408;70;Residencial Baixa Densidade;63;15576;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Bigurrilho;1Fam;2Story;6;7;1915;1976;Empenado;Telha Padrão;Revestimento de madeira;Contraplacado;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;840;840;Gás;Excelente;sim;SBrkr;840;840;0;1680;0;0;2;0;4;1;Média;8;Typ;0;null;Normal;Normal;Anexo à casa;1960;Inacabado;1;308;Média;Média;Parcialavimentado;0;0;160;0;0;0;null;null;null;0;3;2008;Termo de Garantia - 15% de entradavencional;Normal;177000
409;60;Residencial Baixa Densidade;109;14154;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Capivari;1Fam;2Story;7;5;2006;2006;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;350;Bom;Médio;Concreto armado;Excelente;Bom;Sem Exposiçao;Inacabado;0;inacabado;0;1063;1063;Gás;Excelente;sim;SBrkr;1071;1101;0;2172;0;0;2;1;3;1;Bom;9;Typ;1;Bom;Normal;Normal;Anexo à casa;2006;Acabamento Bruto;3;947;Média;Média;Parcialavimentado;192;62;0;0;0;0;null;null;null;0;8;2007;Casa nova;Parcial;280000
410;60;Residencial Vila Flutuante;85;10800;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Iriri;1Fam;2Story;8;5;2007;2008;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra;100;Bom;Médio;Concreto armado;Excelente;Média;Sem Exposiçao;Boa para morar;789;inacabado;0;245;1034;Gás;Excelente;sim;SBrkr;1050;1028;0;2078;1;0;2;1;3;1;Excelente;8;Typ;1;Bom;Normal;Normal;Anexo à casa;2008;Acabado;3;836;Média;Média;Parcialavimentado;0;102;0;0;0;0;null;null;null;0;4;2008;Casa nova;Parcial;339750
411;20;Residencial Baixa Densidade;68;9571;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1Story;5;3;1958;1958;Empenado;Telha Padrão;Tijolo Comum;Bloco Comum;Nenhum;0;Mediano;Razoável;Bloco de concreto;Médio;Razoável;Sem Exposiçao;Inacabado;0;inacabado;0;1276;1276;Gás;Médio;sim;FuseA;1276;0;0;1276;0;0;1;0;3;1;Média;5;Mod;0;null;Normal;Normal;Anexo à casa;1958;Inacabado;1;350;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;6;2009;Escritura/Espólio do Oficial de Justiça;Anormal;60000
412;190;Residencial Baixa Densidade;100;34650;Pavimentado;NA;Regular;Aclive a partir da rua;Todos;Interno;Suave;Morin;2fmCon;1Story;5;5;1955;1955;Telha de Barro;Telha Padrão;Revestimento de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Mínimo;Sala de Sala de recreação médiareação média;1056;inacabado;0;0;1056;Gás;Médio;não;SBrkr;1056;0;0;1056;1;0;1;0;3;1;Média;5;Typ;0;null;Normal;Normal;Anexo à casa;1955;Acabado;2;572;Média;Média;Parcialavimentado;264;0;0;0;0;0;null;null;null;0;1;2006;Termo de Garantia - 15% de entradavencional;Normal;145000
412;190;Residencial Baixa Densidade;100;34650;Pavimentado;NA;Regular;Aclive a partir da rua;Todos;Interno;Suave;Morin;2fmCon;1Story;5;5;1955;1955;Telha de Barro;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Mínimo;Sala de Sala de recreação médiareação média;1056;inacabado;0;0;1056;Gás;Médio;não;SBrkr;1056;0;0;1056;1;0;1;0;3;1;Média;5;Typ;0;null;Normal;Normal;Anexo à casa;1955;Acabado;2;572;Média;Média;Parcialavimentado;264;0;0;0;0;0;null;null;null;0;1;2006;Termo de Garantia - 15% de entradavencional;Normal;145000
413;20;Residencial Vila Flutuante;NA;4403;Pavimentado;NA;Moderadamente Irregular;Plano;Todos;Interno;Suave;Iriri;1Fam;1Story;7;5;2009;2009;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Pedra;432;Exelente;Médio;Concreto armado;Excelente;Média;Médio;Boa para morar;578;inacabado;0;892;1470;Gás;Excelente;sim;SBrkr;1478;0;0;1478;1;0;2;1;2;1;Bom;7;Typ;1;Bom;Normal;Normal;Anexo à casa;2009;Acabado;2;484;Média;Média;Parcialavimentado;0;144;0;0;0;0;null;null;null;0;6;2010;Casa nova;Parcial;222000
414;30;Residencial Média Densidade;56;8960;Pavimentado;Cascalho;Regular;Plano;Todos;Interno;Suave;Osasco;1Fam;1Story;5;6;1927;1950;Empenado;Telha Padrão;Telhas de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1008;1008;Gás;Bom;sim;FuseA;1028;0;0;1028;0;0;1;0;2;1;Média;5;Typ;1;Bom;Rua principal;Normal;Separado da casa;1927;Inacabado;2;360;Média;Média;Parcialavimentado;0;0;130;0;0;0;null;null;null;0;3;2010;Termo de Garantia - 15% de entradavencional;Normal;115000
414;30;Residencial Média Densidade;56;8960;Pavimentado;Cascalho;Regular;Plano;Todos;Interno;Suave;Osasco;1Fam;1Story;5;6;1927;1950;Empenado;Telha Padrão;Telhas de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1008;1008;Gás;Bom;sim;FuseA;1028;0;0;1028;0;0;1;0;2;1;Média;5;Typ;1;Bom;Rua principal;Normal;Separado da casa;1927;Inacabado;2;360;Média;Média;Parcialavimentado;0;0;130;0;0;0;null;null;null;0;3;2010;Termo de Garantia - 15% de entradavencional;Normal;115000
415;60;Residencial Baixa Densidade;59;11228;Pavimentado;NA;Moderadamente Irregular;Plano;Todos;Fim de rua;Suave;Mirasol;1Fam;2Story;7;5;1993;1993;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Alojamento abaixo da média;50;Boa para morar;531;499;1080;Gás;Excelente;sim;SBrkr;1080;1017;0;2097;0;1;2;1;3;1;Bom;9;Typ;1;Média;Normal;Normal;Anexo à casa;1993;Inacabado;3;678;Média;Média;Parcialavimentado;196;187;0;0;0;0;null;null;null;0;12;2008;Termo de Garantia - 15% de entradavencional;Normal;228000
416;20;Residencial Baixa Densidade;73;8899;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Morin;1Fam;1Story;7;5;2007;2007;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;24;inacabado;0;1316;1340;Gás;Excelente;sim;SBrkr;1340;0;0;1340;0;0;2;0;3;1;Bom;6;Typ;0;null;Normal;Normal;Anexo à casa;2007;Acabado;2;396;Média;Média;Parcialavimentado;100;30;0;0;0;0;null;null;null;0;8;2007;Casa nova;Parcial;181134
417;60;Residencial Baixa Densidade;74;7844;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maragogi;1Fam;2Story;6;7;1978;1978;Telha de Barro;Telha Padrão;Placa dura;Placa Rígida;Pedra Lasca;203;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento mediano;209;inacabado;0;463;672;Gás;Médio;sim;SBrkr;672;728;0;1400;0;0;1;1;3;1;Média;6;Typ;1;Média;Normal;Normal;Anexo à casa;1978;Acabado;2;440;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;3;2006;Termo de Garantia - 15% de entradavencional;Normal;149500
418;70;Residencial Baixa Densidade;86;22420;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Bigurrilho;1Fam;2Story;6;6;1918;1950;Telha de Barro;Telha Padrão;Revestimento de madeira;Estuque;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Bom;Média;Sem Exposiçao;Alojamento abaixo da média;1128;inacabado;0;242;1370;Vapor;Médio;não;FuseA;1370;1254;0;2624;1;0;2;1;4;1;Média;10;Typ;1;Bom;Rua lateral;Normal;Separado da casa;1918;Inacabado;3;864;Média;Média;Cascalho;0;0;0;0;0;0;null;null;null;0;11;2007;Termo de Garantia - 15% de entradavencional;Normal;239000
419;50;Residencial Baixa Densidade;60;8160;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1.5Fin;5;6;1940;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Médio;Média;Sem Exposiçao;Alojamento mediano;312;inacabado;0;444;756;Gás;Razoável;não;FuseF;756;378;0;1134;1;0;1;1;3;1;Média;7;Typ;0;null;Normal;Normal;Separado da casa;1940;Inacabado;1;240;Média;Média;Parcial;0;0;0;0;0;0;null;null;null;0;4;2007;Termo de Garantia - 15% de entradavencional;Terreno adjacente;126000
