cep;idade;sexo;pagamento_tipo;produto_tipo
31130430;24;Feminino;Cartão de Crédito;Maquiagem
3509020;31;Feminino;Cartão de Crédito;Tratamento
95060145;26;Feminino;Cartão de Crédito;Maquiagem
13277612;21;Masculino;Débito;Corpo
96845490;21;Feminino;Cartão de Crédito;Tratamento
48605430;29;Feminino;Boleto;Maquiagem
88353420;31;Feminino;Cartão de Crédito;Cabelo
11525090;21;Feminino;Boleto;Cabelo
78040000;28;Feminino;Cartão de Crédito;Maquiagem
20560160;28;Feminino;Boleto;Maquiagem
1224010;27;Feminino;Cartão de Crédito;Tratamento
1547150;26;Feminino;Cartão de Crédito;Corpo
9770420;33;Feminino;Boleto;Tratamento
13207180;31;Feminino;Cartão de Crédito;Cabelo
28021080;27;Feminino;Cartão de Crédito;Maquiagem
77760000;28;Feminino;Cartão de Crédito;Maquiagem
89207300;19;Feminino;Cartão de Crédito;Maquiagem
41810680;35;Feminino;Cartão de Crédito;Cabelo
38760000;32;Feminino;Cartão de Crédito;Corpo
95086350;35;Feminino;Boleto;Cabelo
22271100;32;Feminino;Cartão de Crédito;Cabelo
1311920;27;Masculino;Cartão de Crédito;Corpo
4241010;28;Feminino;Cartão de Crédito;Cabelo
24220070;33;Masculino;Cartão de Crédito;Tratamento
3669040;28;Feminino;Cartão de Crédito;Cabelo
60190070;24;Feminino;Cartão de Crédito;Tratamento
11702080;29;Feminino;Cartão de Crédito;Maquiagem
12236030;32;Feminino;Boleto;Tratamento
18080030;19;Feminino;Cartão de Crédito;Cabelo
38015170;31;Feminino;Boleto;Cabelo
99700000;20;Feminino;Cartão de Crédito;Pele
13050465;26;Feminino;Cartão de Crédito;Maquiagem
21715321;26;Feminino;Débito;Cabelo
99500000;31;Feminino;Cartão de Crédito;Cabelo
29090720;25;Feminino;Cartão de Crédito;Maquiagem
28950000;25;Feminino;Cartão de Crédito;Maquiagem
3073010;30;Feminino;Cartão de Crédito;Corpo
11030380;27;Feminino;Cartão de Crédito;Maquiagem
35570000;31;Feminino;Boleto;Cabelo
29055031;23;Feminino;Cartão de Crédito;Cabelo
44300000;29;Feminino;Cartão de Crédito;Cabelo
49039280;28;Feminino;Cartão de Crédito;Cabelo
29050420;29;Feminino;Cartão de Crédito;Maquiagem
20725050;24;Feminino;Cartão de Crédito;Maquiagem
88502030;34;Masculino;Cartão de Crédito;Cabelo
17065200;35;Feminino;Boleto;Tratamento
7190050;32;Feminino;Cartão de Crédito;Maquiagem
9175800;27;Feminino;Cartão de Crédito;Tratamento
12703010;25;Feminino;Cartão de Crédito;Maquiagem
15500009;33;Feminino;Cartão de Crédito;Corpo
36010040;27;Feminino;Cartão de Crédito;Maquiagem
23052350;30;Feminino;Cartão de Crédito;Cabelo
30150370;32;Feminino;Cartão de Crédito;Maquiagem
31170800;32;Feminino;Cartão de Crédito;Maquiagem
8740250;26;Masculino;Cartão de Crédito;Cabelo
70658511;29;Feminino;Cartão de Crédito;Cabelo
1004010;33;Feminino;Cartão de Crédito;Corpo
99670000;30;Feminino;Cartão de Crédito;Corpo
1151020;28;Feminino;Cartão de Crédito;Maquiagem
22620171;30;Feminino;Boleto;Maquiagem
22743041;33;Feminino;Cartão de Crédito;Maquiagem
20710003;30;Masculino;Cartão de Crédito;Maquiagem
78840000;27;Feminino;Cartão de Crédito;Cabelo
65600110;34;Feminino;Cartão de Crédito;Maquiagem
67130400;26;Feminino;Cartão de Crédito;Cabelo
79011310;29;Masculino;Cartão de Crédito;Corpo
18500000;34;Feminino;Cartão de Crédito;Tratamento
78850000;29;Feminino;Cartão de Crédito;Tratamento
14790000;34;Feminino;Cartão de Crédito;Pele
60115220;26;Feminino;Cartão de Crédito;Maquiagem
12309620;25;Feminino;Boleto;Tratamento
9190450;22;Feminino;Cartão de Crédito;Maquiagem
92310180;23;Feminino;Cartão de Crédito;Maquiagem
28634180;27;Feminino;Cartão de Crédito;Cabelo
75530240;31;Feminino;Boleto;Maquiagem
85810040;29;Feminino;Cartão de Crédito;Corpo
17507070;33;Masculino;Cartão de Crédito;Maquiagem
13466210;23;Feminino;Cartão de Crédito;Maquiagem
20740170;23;Masculino;Boleto;Corpo
19360000;20;Masculino;Cartão de Crédito;Pele
20530050;28;Feminino;Boleto;Cabelo
4578000;27;Feminino;Cartão de Crédito;Maquiagem
28993000;26;Masculino;Cartão de Crédito;Corpo
29050135;25;Feminino;Cartão de Crédito;Pele
4280030;31;Feminino;Cartão de Crédito;Maquiagem
95072430;31;Feminino;Cartão de Crédito;Cabelo
88353420;30;Feminino;Cartão de Crédito;Tratamento
71655300;23;Feminino;Boleto;Cabelo
71520050;24;Feminino;Cartão de Crédito;Maquiagem
38680000;22;Feminino;Cartão de Crédito;Maquiagem
70875010;30;Feminino;Cartão de Crédito;Cabelo
17012410;24;Masculino;Cartão de Crédito;Maquiagem
88353420;30;Feminino;Cartão de Crédito;Corpo
13835000;22;Feminino;Cartão de Crédito;Cabelo
6814140;26;Feminino;Boleto;Cabelo
25964140;19;Feminino;Boleto;Cabelo
9270100;35;Feminino;Boleto;Maquiagem
14600000;30;Feminino;Cartão de Crédito;Corpo
4215020;28;Feminino;Débito;Maquiagem
22640100;30;Feminino;Cartão de Crédito;Corpo
22631052;26;Feminino;Boleto;Cabelo
22250110;28;Feminino;Cartão de Crédito;Tratamento
53620480;29;Feminino;Cartão de Crédito;Tratamento
70744040;26;Feminino;Débito;Tratamento
70790120;31;Feminino;Cartão de Crédito;Maquiagem
1520000;32;Feminino;Cartão de Crédito;Tratamento
84031320;29;Masculino;Cartão de Crédito;Maquiagem
13271773;21;Feminino;Cartão de Crédito;Cabelo
89130000;24;Feminino;Cartão de Crédito;Maquiagem
22735140;29;Feminino;Cartão de Crédito;Tratamento
77760000;28;Feminino;Cartão de Crédito;Cabelo
31340470;22;Feminino;Cartão de Crédito;Maquiagem
6411350;28;Masculino;Cartão de Crédito;Corpo
44052110;30;Feminino;Boleto;Tratamento
71503505;29;Masculino;Cartão de Crédito;Tratamento
25961145;22;Feminino;Cartão de Crédito;Maquiagem
9240510;28;Feminino;Cartão de Crédito;Tratamento
6172280;22;Feminino;Cartão de Crédito;Cabelo
65600110;35;Feminino;Cartão de Crédito;Maquiagem
29060350;30;Feminino;Cartão de Crédito;Tratamento
62400000;20;Feminino;Cartão de Crédito;Maquiagem
70734010;25;Feminino;Boleto;Tratamento
24456310;26;Feminino;Boleto;Corpo
11750000;29;Feminino;Cartão de Crédito;Maquiagem
89036000;25;Feminino;Cartão de Crédito;Cabelo
73802035;31;Feminino;Cartão de Crédito;Cabelo
69305260;26;Feminino;Cartão de Crédito;Tratamento
74305430;19;Feminino;Cartão de Crédito;Cabelo
4544001;27;Feminino;Boleto;Corpo
75860000;19;Feminino;Cartão de Crédito;Corpo
4146050;28;Feminino;Cartão de Crédito;Maquiagem
4001084;33;Feminino;Boleto;Maquiagem
93218240;33;Feminino;Cartão de Crédito;Tratamento
25812230;31;Masculino;Cartão de Crédito;Tratamento
30330130;24;Feminino;Cartão de Crédito;Tratamento
35986000;28;Feminino;Cartão de Crédito;Corpo
49047000;25;Feminino;Cartão de Crédito;Pele
88053565;20;Feminino;Cartão de Crédito;Cabelo
13070752;31;Feminino;Cartão de Crédito;Cabelo
88015650;33;Feminino;Cartão de Crédito;Tratamento
91720460;33;Feminino;Cartão de Crédito;Corpo
19907475;30;Feminino;Cartão de Crédito;Corpo
72235219;25;Feminino;Cartão de Crédito;Corpo
13209201;34;Masculino;Cartão de Crédito;Corpo
74080400;28;Feminino;Cartão de Crédito;Maquiagem
36830000;24;Masculino;Cartão de Crédito;Corpo
14730000;34;Feminino;Cartão de Crédito;Cabelo
71215000;33;Masculino;Cartão de Crédito;Corpo
5101060;28;Feminino;Cartão de Crédito;Corpo
78520000;28;Feminino;Cartão de Crédito;Maquiagem
13010201;29;Feminino;Cartão de Crédito;Maquiagem
22021010;20;Feminino;Cartão de Crédito;Maquiagem
41195300;29;Feminino;Boleto;Maquiagem
34000000;30;Feminino;Cartão de Crédito;Cabelo
70766120;28;Feminino;Cartão de Crédito;Maquiagem
37701004;31;Feminino;Cartão de Crédito;Maquiagem
52020220;20;Feminino;Cartão de Crédito;Maquiagem
20251060;22;Feminino;Cartão de Crédito;Cabelo
41815130;34;Feminino;Cartão de Crédito;Cabelo
70295060;24;Feminino;Boleto;Maquiagem
70873060;32;Feminino;Cartão de Crédito;Tratamento
82200210;21;Feminino;Cartão de Crédito;Tratamento
68440000;28;Feminino;Boleto;Cabelo
70845140;19;Feminino;Boleto;Maquiagem
91040360;26;Feminino;Cartão de Crédito;Pele
7600000;29;Feminino;Boleto;Maquiagem
28035582;22;Feminino;Cartão de Crédito;Maquiagem
4166003;30;Feminino;Cartão de Crédito;Corpo
29060300;35;Feminino;Cartão de Crédito;Corpo
35057510;27;Feminino;Cartão de Crédito;Corpo
9580320;21;Feminino;Cartão de Crédito;Corpo
81315690;25;Feminino;Cartão de Crédito;Corpo
29060030;27;Masculino;Cartão de Crédito;Cabelo
78043305;25;Feminino;Cartão de Crédito;Corpo
1307000;28;Feminino;Cartão de Crédito;Maquiagem
60190801;29;Feminino;Cartão de Crédito;Maquiagem
25620040;23;Masculino;Boleto;Tratamento
1431001;26;Feminino;Cartão de Crédito;Maquiagem
69915300;30;Feminino;Boleto;Cabelo
35680231;30;Feminino;Cartão de Crédito;Corpo
59042110;34;Feminino;Débito;Cabelo
46140000;23;Feminino;Cartão de Crédito;Corpo
13070091;27;Feminino;Débito;Cabelo
1420002;33;Feminino;Cartão de Crédito;Tratamento
5626030;33;Feminino;Débito;Maquiagem
8253440;25;Feminino;Cartão de Crédito;Tratamento
85504440;22;Feminino;Cartão de Crédito;Maquiagem
99020130;27;Feminino;Cartão de Crédito;Corpo
78098060;27;Feminino;Cartão de Crédito;Corpo
89871000;24;Masculino;Cartão de Crédito;Tratamento
4605002;31;Feminino;Cartão de Crédito;Corpo
13311052;24;Feminino;Cartão de Crédito;Pele
21615080;30;Masculino;Cartão de Crédito;Maquiagem
7400000;25;Feminino;Débito;Maquiagem
8215490;32;Feminino;Boleto;Maquiagem
9060140;29;Feminino;Cartão de Crédito;Cabelo
23045470;33;Feminino;Cartão de Crédito;Tratamento
15820000;29;Feminino;Cartão de Crédito;Cabelo
22431050;33;Feminino;Cartão de Crédito;Maquiagem
18190000;22;Feminino;Cartão de Crédito;Maquiagem
3912130;19;Masculino;Cartão de Crédito;Corpo
1239011;35;Feminino;Cartão de Crédito;Maquiagem
14096730;31;Feminino;Cartão de Crédito;Cabelo
60531540;30;Feminino;Cartão de Crédito;Cabelo
9715180;20;Masculino;Cartão de Crédito;Corpo
68390000;25;Feminino;Cartão de Crédito;Corpo
78903045;29;Feminino;Cartão de Crédito;Maquiagem
35300245;34;Feminino;Cartão de Crédito;Maquiagem
30455040;29;Feminino;Cartão de Crédito;Cabelo
13610220;34;Feminino;Cartão de Crédito;Maquiagem
14802195;28;Feminino;Cartão de Crédito;Corpo
7042000;35;Feminino;Cartão de Crédito;Maquiagem
4751030;25;Feminino;Cartão de Crédito;Corpo
79020310;34;Feminino;Cartão de Crédito;Tratamento
84900000;28;Feminino;Cartão de Crédito;Cabelo
4310000;25;Feminino;Cartão de Crédito;Tratamento
41830000;32;Feminino;Cartão de Crédito;Maquiagem
4515030;19;Feminino;Boleto;Maquiagem
88010970;28;Feminino;Boleto;Corpo
30575180;26;Masculino;Cartão de Crédito;Corpo
71665015;33;Feminino;Cartão de Crédito;Corpo
27923220;31;Feminino;Boleto;Cabelo
77470000;28;Feminino;Cartão de Crédito;Cabelo
88034340;28;Feminino;Débito;Cabelo
72145833;24;Feminino;Cartão de Crédito;Maquiagem
22450200;31;Feminino;Cartão de Crédito;Tratamento
15051000;29;Feminino;Cartão de Crédito;Corpo
78098640;22;Masculino;Débito;Tratamento
14930000;29;Feminino;Cartão de Crédito;Corpo
9812601;30;Feminino;Cartão de Crédito;Cabelo
44050640;29;Feminino;Cartão de Crédito;Corpo
9180080;32;Feminino;Cartão de Crédito;Corpo
60140120;25;Feminino;Cartão de Crédito;Tratamento
32400000;28;Feminino;Boleto;Tratamento
17800000;29;Feminino;Cartão de Crédito;Maquiagem
15041018;23;Feminino;Cartão de Crédito;Maquiagem
9780350;27;Feminino;Cartão de Crédito;Maquiagem
45203360;31;Masculino;Cartão de Crédito;Cabelo
64019625;35;Feminino;Cartão de Crédito;Tratamento
40150480;24;Feminino;Débito;Maquiagem
13569230;31;Masculino;Cartão de Crédito;Corpo
4205001;26;Feminino;Cartão de Crédito;Tratamento
30150331;30;Feminino;Cartão de Crédito;Maquiagem
4270001;28;Feminino;Cartão de Crédito;Maquiagem
30430020;24;Feminino;Cartão de Crédito;Maquiagem
20720293;33;Feminino;Cartão de Crédito;Cabelo
71938540;27;Feminino;Cartão de Crédito;Maquiagem
78125070;32;Feminino;Cartão de Crédito;Corpo
78931740;28;Feminino;Cartão de Crédito;Cabelo
13515000;31;Feminino;Cartão de Crédito;Cabelo
3186040;28;Feminino;Cartão de Crédito;Tratamento
77006028;21;Feminino;Cartão de Crédito;Pele
5160030;32;Feminino;Cartão de Crédito;Cabelo
81810340;31;Feminino;Cartão de Crédito;Maquiagem
77020018;22;Feminino;Boleto;Corpo
21931595;29;Feminino;Cartão de Crédito;Maquiagem
31565180;31;Feminino;Cartão de Crédito;Maquiagem
37480000;35;Feminino;Cartão de Crédito;Maquiagem
4542000;23;Feminino;Cartão de Crédito;Corpo
5531000;34;Feminino;Cartão de Crédito;Corpo
88058640;20;Feminino;Cartão de Crédito;Maquiagem
62011000;21;Feminino;Cartão de Crédito;Maquiagem
65075400;24;Feminino;Boleto;Maquiagem
13080420;25;Feminino;Cartão de Crédito;Tratamento
18044020;22;Feminino;Cartão de Crédito;Maquiagem
5131000;29;Masculino;Boleto;Maquiagem
15804165;30;Feminino;Cartão de Crédito;Maquiagem
65052065;24;Feminino;Boleto;Tratamento
79500000;24;Feminino;Cartão de Crédito;Tratamento
3063000;32;Feminino;Cartão de Crédito;Cabelo
3021000;33;Feminino;Boleto;Corpo
32240080;24;Feminino;Cartão de Crédito;Maquiagem
13560049;33;Feminino;Cartão de Crédito;Maquiagem
23045470;34;Feminino;Cartão de Crédito;Cabelo
13211745;20;Feminino;Cartão de Crédito;Maquiagem
11060303;29;Feminino;Cartão de Crédito;Maquiagem
71665015;34;Feminino;Cartão de Crédito;Maquiagem
86040450;31;Feminino;Cartão de Crédito;Corpo
2970030;28;Feminino;Cartão de Crédito;Maquiagem
37440000;28;Feminino;Cartão de Crédito;Cabelo
70854030;31;Feminino;Cartão de Crédito;Maquiagem
71920180;33;Masculino;Cartão de Crédito;Corpo
14802145;32;Feminino;Cartão de Crédito;Corpo
34000000;22;Masculino;Cartão de Crédito;Maquiagem
30380040;26;Feminino;Cartão de Crédito;Maquiagem
20561000;32;Feminino;Cartão de Crédito;Tratamento
45025245;24;Feminino;Boleto;Tratamento
1231011;30;Feminino;Cartão de Crédito;Pele
17018480;34;Feminino;Cartão de Crédito;Maquiagem
91130230;29;Feminino;Cartão de Crédito;Cabelo
35900374;25;Feminino;Boleto;Maquiagem
89110000;27;Feminino;Boleto;Maquiagem
4727120;33;Feminino;Cartão de Crédito;Tratamento
18700240;19;Masculino;Cartão de Crédito;Tratamento
95070530;29;Feminino;Cartão de Crédito;Cabelo
68900140;32;Feminino;Cartão de Crédito;Tratamento
4037003;27;Feminino;Cartão de Crédito;Tratamento
89065501;31;Masculino;Cartão de Crédito;Corpo
1540040;23;Feminino;Cartão de Crédito;Tratamento
1203902;29;Feminino;Cartão de Crédito;Maquiagem
18607230;35;Feminino;Cartão de Crédito;Maquiagem
18130430;21;Feminino;Cartão de Crédito;Maquiagem
28400000;26;Feminino;Cartão de Crédito;Cabelo
30170001;33;Feminino;Cartão de Crédito;Maquiagem
5641030;35;Feminino;Cartão de Crédito;Tratamento
5022000;25;Feminino;Cartão de Crédito;Maquiagem
16010540;24;Feminino;Boleto;Maquiagem
78050000;26;Feminino;Boleto;Cabelo
13660000;33;Feminino;Cartão de Crédito;Corpo
13501020;29;Feminino;Cartão de Crédito;Tratamento
18601378;33;Feminino;Boleto;Cabelo
89050000;27;Feminino;Cartão de Crédito;Maquiagem
4334100;32;Feminino;Cartão de Crédito;Corpo
69305030;24;Feminino;Cartão de Crédito;Cabelo
72405120;24;Feminino;Cartão de Crédito;Corpo
8534140;33;Feminino;Débito;Maquiagem
5093050;28;Feminino;Cartão de Crédito;Pele
41150060;29;Feminino;Cartão de Crédito;Tratamento
26250160;29;Feminino;Cartão de Crédito;Tratamento
4618003;31;Feminino;Cartão de Crédito;Maquiagem
20771003;26;Feminino;Cartão de Crédito;Cabelo
80420120;31;Feminino;Cartão de Crédito;Cabelo
22790040;24;Feminino;Cartão de Crédito;Cabelo
89107000;25;Feminino;Cartão de Crédito;Maquiagem
6414040;24;Feminino;Cartão de Crédito;Corpo
41150050;25;Feminino;Boleto;Cabelo
88802130;29;Feminino;Cartão de Crédito;Maquiagem
20231030;23;Feminino;Cartão de Crédito;Cabelo
68516000;33;Feminino;Cartão de Crédito;Tratamento
88104800;23;Feminino;Cartão de Crédito;Tratamento
2040000;31;Feminino;Cartão de Crédito;Maquiagem
95560000;23;Feminino;Boleto;Tratamento
40393460;31;Masculino;Cartão de Crédito;Corpo
40170010;25;Feminino;Cartão de Crédito;Corpo
36010560;31;Feminino;Cartão de Crédito;Maquiagem
4545050;31;Feminino;Cartão de Crédito;Tratamento
38411140;28;Feminino;Cartão de Crédito;Maquiagem
22743050;25;Feminino;Cartão de Crédito;Maquiagem
65067680;27;Feminino;Cartão de Crédito;Maquiagem
99020140;28;Feminino;Cartão de Crédito;Corpo
71660270;29;Feminino;Boleto;Cabelo
57500000;20;Feminino;Cartão de Crédito;Corpo
18604170;21;Feminino;Boleto;Tratamento
14706126;33;Feminino;Cartão de Crédito;Cabelo
85580000;30;Feminino;Cartão de Crédito;Corpo
60415150;25;Feminino;Cartão de Crédito;Maquiagem
1309010;31;Masculino;Cartão de Crédito;Pele
29140840;31;Feminino;Cartão de Crédito;Corpo
6110240;32;Masculino;Cartão de Crédito;Corpo
13807011;31;Feminino;Cartão de Crédito;Tratamento
13920000;28;Feminino;Cartão de Crédito;Maquiagem
79480000;25;Feminino;Cartão de Crédito;Maquiagem
1224020;32;Feminino;Cartão de Crédito;Maquiagem
40375017;25;Feminino;Cartão de Crédito;Pele
26393440;29;Feminino;Cartão de Crédito;Cabelo
84168040;35;Feminino;Cartão de Crédito;Cabelo
22220070;30;Feminino;Cartão de Crédito;Maquiagem
88015701;33;Feminino;Cartão de Crédito;Tratamento
66063140;26;Feminino;Cartão de Crédito;Maquiagem
72115135;31;Feminino;Cartão de Crédito;Maquiagem
5713570;31;Feminino;Cartão de Crédito;Corpo
14406330;25;Feminino;Cartão de Crédito;Maquiagem
4714001;29;Feminino;Cartão de Crédito;Tratamento
71640055;35;Feminino;Boleto;Maquiagem
23015240;26;Feminino;Cartão de Crédito;Tratamento
71015016;29;Feminino;Débito;Maquiagem
14090100;21;Feminino;Cartão de Crédito;Cabelo
21510003;29;Feminino;Boleto;Maquiagem
31655530;32;Feminino;Cartão de Crédito;Cabelo
79117464;35;Feminino;Boleto;Tratamento
45255000;27;Feminino;Débito;Maquiagem
22020010;26;Feminino;Cartão de Crédito;Maquiagem
20270212;26;Feminino;Cartão de Crédito;Maquiagem
4635022;31;Feminino;Cartão de Crédito;Maquiagem
35500083;30;Feminino;Cartão de Crédito;Tratamento
51020150;26;Feminino;Cartão de Crédito;Tratamento
95560000;28;Feminino;Cartão de Crédito;Maquiagem
77060124;22;Masculino;Boleto;Corpo
8830000;35;Feminino;Cartão de Crédito;Tratamento
1422001;32;Feminino;Boleto;Cabelo
20021370;33;Feminino;Cartão de Crédito;Corpo
29026862;31;Feminino;Cartão de Crédito;Corpo
21341270;25;Feminino;Cartão de Crédito;Maquiagem
22290040;28;Feminino;Cartão de Crédito;Maquiagem
24220170;25;Feminino;Boleto;Maquiagem
4910020;32;Feminino;Cartão de Crédito;Maquiagem
87303065;34;Feminino;Boleto;Maquiagem
91720180;34;Feminino;Cartão de Crédito;Maquiagem
89020400;24;Feminino;Cartão de Crédito;Maquiagem
89802100;32;Feminino;Cartão de Crédito;Maquiagem
89221300;34;Feminino;Cartão de Crédito;Tratamento
68005310;21;Masculino;Cartão de Crédito;Tratamento
74180040;28;Feminino;Cartão de Crédito;Maquiagem
6436390;30;Feminino;Boleto;Maquiagem
80250210;27;Feminino;Cartão de Crédito;Cabelo
35606000;27;Feminino;Cartão de Crédito;Cabelo
1428010;29;Feminino;Cartão de Crédito;Maquiagem
81900520;18;Feminino;Cartão de Crédito;Maquiagem
79750000;34;Feminino;Cartão de Crédito;Corpo
59015010;26;Feminino;Débito;Cabelo
18520000;21;Feminino;Boleto;Maquiagem
6126320;28;Feminino;Cartão de Crédito;Cabelo
20530003;26;Feminino;Cartão de Crédito;Corpo
21061240;27;Feminino;Cartão de Crédito;Cabelo
13506832;27;Feminino;Boleto;Maquiagem
4578000;35;Feminino;Boleto;Corpo
37950000;29;Feminino;Cartão de Crédito;Pele
7194430;34;Masculino;Boleto;Cabelo
95010260;28;Feminino;Cartão de Crédito;Maquiagem
4524020;34;Feminino;Cartão de Crédito;Maquiagem
20551120;28;Feminino;Cartão de Crédito;Cabelo
89560000;26;Feminino;Cartão de Crédito;Maquiagem
2242001;27;Feminino;Cartão de Crédito;Maquiagem
88920000;22;Feminino;Cartão de Crédito;Maquiagem
17780000;24;Feminino;Cartão de Crédito;Maquiagem
5630050;31;Feminino;Cartão de Crédito;Maquiagem
88025000;29;Feminino;Débito;Pele
42600000;25;Feminino;Cartão de Crédito;Tratamento
13271971;30;Feminino;Boleto;Maquiagem
4347010;32;Feminino;Cartão de Crédito;Maquiagem
58102485;24;Feminino;Cartão de Crédito;Maquiagem
44036000;21;Feminino;Cartão de Crédito;Cabelo
70200660;26;Feminino;Cartão de Crédito;Cabelo
2972040;32;Feminino;Débito;Corpo
90520190;31;Feminino;Cartão de Crédito;Maquiagem
13301862;27;Feminino;Cartão de Crédito;Maquiagem
89160000;22;Feminino;Boleto;Maquiagem
25975201;32;Feminino;Cartão de Crédito;Maquiagem
21070000;33;Masculino;Cartão de Crédito;Cabelo
89558000;24;Feminino;Cartão de Crédito;Corpo
66087320;21;Feminino;Cartão de Crédito;Tratamento
36202292;25;Masculino;Cartão de Crédito;Corpo
18600040;27;Feminino;Cartão de Crédito;Corpo
29980000;28;Feminino;Boleto;Cabelo
24220021;29;Feminino;Cartão de Crédito;Maquiagem
26260290;26;Masculino;Cartão de Crédito;Corpo
89015200;25;Feminino;Cartão de Crédito;Tratamento
14810273;34;Feminino;Cartão de Crédito;Cabelo
28027160;30;Feminino;Boleto;Maquiagem
75800105;35;Masculino;Cartão de Crédito;Corpo
5469000;33;Feminino;Cartão de Crédito;Tratamento
60115282;20;Feminino;Boleto;Tratamento
78550000;33;Feminino;Boleto;Corpo
13214206;34;Feminino;Débito;Maquiagem
20540006;20;Feminino;Boleto;Corpo
21073240;35;Feminino;Boleto;Cabelo
22631350;29;Feminino;Cartão de Crédito;Maquiagem
93201970;31;Feminino;Boleto;Pele
7223120;33;Feminino;Cartão de Crédito;Cabelo
14735000;21;Feminino;Cartão de Crédito;Cabelo
88420000;28;Feminino;Cartão de Crédito;Tratamento
12052080;21;Feminino;Cartão de Crédito;Cabelo
75940000;27;Feminino;Cartão de Crédito;Cabelo
5162210;22;Feminino;Cartão de Crédito;Cabelo
14020300;27;Feminino;Cartão de Crédito;Tratamento
77825010;22;Feminino;Débito;Cabelo
35500000;30;Feminino;Cartão de Crédito;Tratamento
7760000;26;Feminino;Cartão de Crédito;Tratamento
64001280;30;Feminino;Boleto;Maquiagem
17030070;30;Feminino;Boleto;Cabelo
57035450;19;Feminino;Cartão de Crédito;Maquiagem
99010102;25;Feminino;Boleto;Tratamento
14540000;34;Masculino;Cartão de Crédito;Corpo
59022260;32;Feminino;Boleto;Maquiagem
48400000;29;Feminino;Cartão de Crédito;Tratamento
64202240;29;Feminino;Débito;Maquiagem
28633410;33;Feminino;Cartão de Crédito;Maquiagem
22231140;29;Feminino;Cartão de Crédito;Cabelo
95333000;33;Feminino;Cartão de Crédito;Tratamento
13087460;35;Feminino;Cartão de Crédito;Maquiagem
4718000;28;Feminino;Cartão de Crédito;Cabelo
95084390;19;Feminino;Cartão de Crédito;Corpo
21020010;30;Feminino;Cartão de Crédito;Maquiagem
9240740;28;Feminino;Cartão de Crédito;Maquiagem
1445020;29;Feminino;Cartão de Crédito;Corpo
62040370;22;Feminino;Cartão de Crédito;Corpo
99700000;34;Feminino;Cartão de Crédito;Cabelo
35400000;25;Masculino;Cartão de Crédito;Tratamento
76420000;27;Feminino;Cartão de Crédito;Tratamento
61760000;29;Feminino;Boleto;Tratamento
8121830;30;Feminino;Cartão de Crédito;Corpo
5551020;30;Feminino;Cartão de Crédito;Tratamento
4124020;34;Feminino;Cartão de Crédito;Tratamento
80730370;32;Feminino;Cartão de Crédito;Tratamento
18602160;25;Feminino;Cartão de Crédito;Tratamento
88450000;22;Feminino;Boleto;Corpo
9820680;35;Masculino;Cartão de Crédito;Corpo
11065101;22;Feminino;Cartão de Crédito;Cabelo
52020160;21;Feminino;Cartão de Crédito;Maquiagem
80230000;32;Feminino;Cartão de Crédito;Corpo
41600211;29;Feminino;Boleto;Corpo
58039130;30;Feminino;Cartão de Crédito;Corpo
30190062;29;Feminino;Cartão de Crédito;Maquiagem
38400072;31;Feminino;Boleto;Cabelo
19920000;19;Feminino;Cartão de Crédito;Maquiagem
13505650;30;Feminino;Cartão de Crédito;Maquiagem
29055050;29;Feminino;Cartão de Crédito;Maquiagem
83020180;32;Feminino;Cartão de Crédito;Tratamento
79750000;22;Feminino;Cartão de Crédito;Maquiagem
22221000;27;Feminino;Cartão de Crédito;Maquiagem
2066011;34;Feminino;Cartão de Crédito;Cabelo
85301050;31;Feminino;Cartão de Crédito;Tratamento
13020080;32;Feminino;Cartão de Crédito;Tratamento
78908532;31;Feminino;Cartão de Crédito;Maquiagem
12020200;27;Feminino;Cartão de Crédito;Cabelo
52010150;25;Feminino;Cartão de Crédito;Tratamento
87360000;30;Feminino;Boleto;Tratamento
95055100;25;Feminino;Cartão de Crédito;Cabelo
74255060;33;Masculino;Boleto;Corpo
12210180;29;Feminino;Boleto;Corpo
28350000;30;Masculino;Cartão de Crédito;Corpo
5690000;24;Feminino;Débito;Corpo
58042120;18;Feminino;Cartão de Crédito;Cabelo
20540330;33;Feminino;Cartão de Crédito;Maquiagem
88350200;22;Feminino;Cartão de Crédito;Maquiagem
44245000;19;Masculino;Cartão de Crédito;Tratamento
4812170;31;Feminino;Cartão de Crédito;Corpo
30720380;23;Feminino;Cartão de Crédito;Maquiagem
52021160;25;Feminino;Boleto;Maquiagem
76490000;22;Feminino;Cartão de Crédito;Tratamento
36500000;30;Feminino;Cartão de Crédito;Tratamento
83323400;28;Masculino;Cartão de Crédito;Corpo
86015090;21;Feminino;Cartão de Crédito;Maquiagem
13405235;28;Feminino;Boleto;Corpo
12400040;27;Feminino;Boleto;Tratamento
38408286;33;Masculino;Cartão de Crédito;Cabelo
75350000;24;Feminino;Cartão de Crédito;Tratamento
40170010;26;Feminino;Cartão de Crédito;Maquiagem
15015200;32;Masculino;Boleto;Corpo
74120110;34;Feminino;Débito;Maquiagem
88950000;28;Feminino;Boleto;Tratamento
3121030;26;Feminino;Boleto;Maquiagem
75530240;31;Feminino;Cartão de Crédito;Maquiagem
57601100;25;Feminino;Cartão de Crédito;Maquiagem
13208130;28;Feminino;Boleto;Maquiagem
95700000;24;Masculino;Cartão de Crédito;Maquiagem
