idade;classe_trabalho;fnwgt;escolaridade;numero_educacao;estado_civil;ocupacao;relacionamento;raca;sexo;nacionalidade;ganho_de_capital;perda_de_capital;horas_trabalho_semana;renda_anual
46;governo-municipal;375675;segundo-grau-completo;8;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;35;>50K
43;privado;244172;ensino-medio-completo;9;separado;Transporte e Movimentação;Não Casado;Branco;Masculino;México;0;0;40;<=50K
46;governo-federal;233555;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Negro;Feminino;;0;0;40;<=50K
39;privado;326342;ensino-medio-incompleto;7;casado;Outros Serviços;Marido;Negro;Masculino;Estados Unidos;2635;0;37;<=50K
34;privado;77271;ensino-medio-completo;9;solteiro;Gerencial Executivo;Não Casado;Branco;Feminino;Inglaterra;0;0;20;<=50K
35;privado;33397;ensino-medio-completo;9;divorciado;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;35;<=50K
30;privado;446358;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não Casado;Branco;Masculino;Estados Unidos;0;0;41;<=50K
25;privado;151810;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não na Família;Negro;Masculino;Estados Unidos;0;0;28;<=50K
44;privado;125461;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;35;>50K
35;privado;133906;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
41;privado;155106;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;governo-federal;203637;graduacao;13;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;7298;0;40;>50K
32;privado;232766;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;privado;305319;oitavo ano;4;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
20;privado;121023;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;15;<=50K
29;privado;198997;ensino-medio-completo;9;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;20;<=50K
38;privado;167140;graduado-medicina-direito;15;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;99999;0;70;>50K
20;privado;38772;decimo-ano;6;solteiro;Faxineiro;Não Casado;Branco;Masculino;Estados Unidos;0;0;50;<=50K
41;privado;253759;ensino-medio-completo;9;solteiro;Vendas;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
27;privado;130067;graduacao-incompleta;10;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;65;<=50K
37;privado;203828;nono-ano;5;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
62;governo-estadual;221558;mestrado;14;separado;Especialidade Profissional;Não Casado;Branco;Feminino;;0;0;24;<=50K
31;privado;156464;decimo-ano;6;divorciado;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
49;privado;72333;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não na Família;Asiático e Ilhas do Pacífico;Feminino;Estados Unidos;0;0;40;<=50K
33;governo-municipal;83671;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Negro;Feminino;Estados Unidos;0;0;50;<=50K
31;privado;339482;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1848;40;>50K
19;privado;91928;graduacao-incompleta;10;solteiro;Outros Serviços;Outro Parente;Branco;Feminino;Estados Unidos;0;0;35;<=50K
44;privado;99203;oitavo ano;4;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;autonomo-com-incorporacao;455995;graduacao-incompleta;10;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;65;>50K
62;privado;192515;ensino-medio-completo;9;viuvo;Agricultura e Pesca;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
65;autonomo-sem-imcorporacao;111483;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;2174;10;>50K
17;privado;221129;nono-ano;5;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
60;privado;85413;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;44;>50K
31;privado;196125;ensino-medio-incompleto;7;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
29;privado;265638;graduacao-incompleta;10;solteiro;Outros Serviços;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
53;privado;177727;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
44;privado;205822;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
43;privado;112607;ensino-medio-incompleto;7;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;60;<=50K
40;governo-federal;177595;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1579;40;<=50K
18;privado;183315;ensino-medio-incompleto;7;solteiro;Vendas;Filho Próprio;Negro;Feminino;Estados Unidos;0;0;10;<=50K
47;privado;116279;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não Casado;Branco;Feminino;Estados Unidos;0;0;43;<=50K
38;governo-federal;122493;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;4064;0;40;<=50K
37;privado;215419;tecnologo;12;casado;Outros Serviços;Esposa;Branco;Feminino;Estados Unidos;0;0;25;<=50K
40;privado;310101;graduacao-incompleta;10;separado;Vendas;Não na Família;Indígena Americano ou Eskimó;Feminino;Estados Unidos;0;0;40;<=50K
57;autonomo-com-incorporacao;61885;ensino-medio-completo;9;casado;Especialidade Profissional;Marido;Negro;Masculino;Estados Unidos;0;0;60;>50K
43;privado;59107;ensino-medio-completo;9;separado;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;4101;0;40;<=50K
32;privado;227214;graduacao;13;casado;Especialidade Profissional;Marido;Outra;Masculino;Equador;0;0;40;<=50K
64;privado;239450;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
18;privado;118847;segundo-grau-completo;8;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;20;<=50K
40;autonomo-sem-imcorporacao;95226;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
17;;659273;ensino-medio-incompleto;7;solteiro;?;Filho Próprio;Negro;Feminino;Trinidad e Tobago;0;0;40;<=50K
23;privado;215395;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
45;privado;170600;tecnologo;11;divorciado;Administrativo e Clerical;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
45;autonomo-sem-imcorporacao;91044;mestrado;14;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;15;<=50K
27;privado;318639;decimo-ano;6;solteiro;Outros Serviços;Não na Família;Branco;Masculino;México;0;0;60;<=50K
23;privado;160398;graduacao-incompleta;10;casado-conjuge-ausente;Faxineiro;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
58;autonomo-sem-imcorporacao;216824;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;30;<=50K
35;privado;308945;ensino-medio-completo;9;divorciado;Suporte Técnico;Não Casado;Branco;Feminino;Estados Unidos;0;0;75;<=50K
47;privado;30840;mestrado;14;divorciado;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;>50K
33;privado;99309;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
27;privado;188576;graduacao;13;separado;Especialidade Profissional;Não na Família;Asiático e Ilhas do Pacífico;Masculino;Filipinas;0;0;40;>50K
46;privado;83064;tecnologo;12;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
24;privado;403865;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;56;<=50K
40;privado;235786;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;44;>50K
44;privado;191893;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;24;<=50K
31;governo-municipal;149184;graduacao;13;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;97;>50K
37;privado;152909;tecnologo;11;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;7688;0;40;>50K
23;privado;435604;tecnologo;11;separado;Gerencial Executivo;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
30;autonomo-com-incorporacao;109282;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;52;>50K
31;privado;248178;graduacao-incompleta;10;casado;Outros Serviços;Marido;Negro;Masculino;Estados Unidos;0;0;35;<=50K
24;;112683;ensino-medio-completo;9;solteiro;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;32;<=50K
32;privado;209103;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;3464;0;40;<=50K
27;privado;183639;ensino-medio-completo;9;solteiro;Transporte e Movimentação;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
35;governo-municipal;107233;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não Casado;Indígena Americano ou Eskimó;Masculino;Estados Unidos;0;0;55;<=50K
27;privado;175387;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;1876;40;<=50K
30;autonomo-sem-imcorporacao;178255;graduacao;13;casado;Vendas;Marido;Branco;Masculino;;0;0;70;<=50K
33;autonomo-sem-imcorporacao;38223;ensino-medio-completo;9;solteiro;Agricultura e Pesca;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;70;<=50K
34;privado;228873;doutorado;16;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
29;privado;202182;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
26;governo-municipal;425092;mestrado;14;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;2174;0;40;<=50K
39;autonomo-sem-imcorporacao;152587;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;autonomo-com-incorporacao;39089;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;3103;0;50;>50K
51;privado;204304;graduacao-incompleta;10;divorciado;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;50;>50K
40;privado;116103;graduacao-incompleta;10;separado;Reparo de Artesanato;Não Casado;Branco;Masculino;Estados Unidos;4934;0;47;>50K
53;privado;290640;oitavo ano;4;casado;Reparo de Artesanato;Marido;Asiático e Ilhas do Pacífico;Masculino;Vietnã;0;0;40;<=50K
58;governo-federal;81973;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;1485;40;>50K
29;privado;134890;graduacao;13;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
33;privado;452924;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Outra;Masculino;México;0;0;40;<=50K
57;privado;245193;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
69;governo-estadual;34339;ensino-medio-completo;9;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
20;privado;184756;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;12;<=50K
56;privado;392160;ensino-medio-completo;9;viuvo;Vendas;Não Casado;Branco;Feminino;México;0;0;25;<=50K
49;privado;168337;sexto ano;3;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
34;privado;309513;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
70;privado;77219;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;37;<=50K
44;privado;212888;graduacao;13;divorciado;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;45;<=50K
37;privado;361888;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;10520;0;40;>50K
58;governo-municipal;237879;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;58;<=50K
42;autonomo-sem-imcorporacao;93099;graduacao-incompleta;10;casado;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;25;<=50K
41;privado;225193;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
28;privado;50814;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
47;governo-municipal;123681;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;7688;0;60;>50K
24;privado;249351;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
58;autonomo-sem-imcorporacao;222311;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;7688;0;55;>50K
18;privado;301762;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;25;<=50K
50;privado;195298;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
69;privado;541737;graduacao-incompleta;10;viuvo;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;2050;0;24;<=50K
84;privado;241065;mestrado;14;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;66;<=50K
47;privado;129513;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
19;privado;374262;segundo-grau-completo;8;solteiro;Faxineiro;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;20;<=50K
24;privado;382146;graduacao-incompleta;10;solteiro;Especialidade Profissional;Não na Família;Negro;Masculino;Estados Unidos;0;0;40;<=50K
48;;185291;graduacao;13;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;6;<=50K
53;privado;30447;ensino-medio-completo;9;divorciado;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
58;privado;49893;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
22;privado;197387;graduacao-incompleta;10;solteiro;Faxineiro;Outro Parente;Branco;Masculino;México;0;0;24;<=50K
36;autonomo-sem-imcorporacao;111957;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;52;<=50K
34;privado;340458;segundo-grau-completo;8;solteiro;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
43;privado;185670;ensino-fundamental;2;viuvo;Especialidade Profissional;Não Casado;Branco;Feminino;México;0;0;21;<=50K
37;privado;210945;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;24;<=50K
43;privado;350661;graduado-medicina-direito;15;separado;Suporte Técnico;Não na Família;Branco;Masculino;Colômbia;0;0;50;>50K
42;privado;190543;graduacao-incompleta;10;casado;Suporte Técnico;Esposa;Branco;Feminino;Estados Unidos;0;0;40;>50K
21;privado;70261;graduacao-incompleta;10;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;30;<=50K
49;autonomo-sem-imcorporacao;179048;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Grécia;0;0;60;<=50K
35;privado;242094;ensino-medio-completo;9;casado;Outros Serviços;Outro Parente;Negro;Masculino;Estados Unidos;0;0;40;<=50K
49;autonomo-sem-imcorporacao;117634;graduacao-incompleta;10;viuvo;Reparo de Artesanato;Não Casado;Branco;Feminino;Estados Unidos;0;0;30;<=50K
28;privado;82531;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Negro;Masculino;Estados Unidos;0;0;40;<=50K
51;privado;193374;ensino-fundamental;2;casado;Reparo de Artesanato;Marido;Branco;Masculino;México;0;0;40;<=50K
30;;186420;graduacao;13;solteiro;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
19;privado;323605;oitavo ano;4;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;>50K
56;privado;371064;nono-ano;5;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
20;privado;39927;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;8;<=50K
22;privado;64292;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;37;<=50K
33;privado;198660;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;99999;0;56;>50K
54;;196975;ensino-medio-completo;9;divorciado;?;Outro Parente;Branco;Masculino;Estados Unidos;0;0;45;<=50K
22;privado;210165;graduacao-incompleta;10;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
68;privado;144137;graduacao-incompleta;10;divorciado;Serviço Doméstico Privado;Outro Parente;Branco;Feminino;Estados Unidos;0;0;30;<=50K
56;governo-municipal;155657;graduacao;13;divorciado;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
23;;72953;ensino-medio-completo;9;solteiro;?;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
69;autonomo-sem-imcorporacao;107548;nono-ano;5;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
41;privado;163258;graduacao;13;solteiro;Suporte Técnico;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;221324;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
18;privado;444822;ensino-medio-incompleto;7;solteiro;Vendas;Filho Próprio;Branco;Feminino;México;0;0;8;<=50K
17;privado;154398;ensino-medio-incompleto;7;solteiro;Outros Serviços;Filho Próprio;Negro;Masculino;Haiti;0;0;16;<=50K
31;privado;120672;ensino-medio-incompleto;7;divorciado;Faxineiro;Outro Parente;Negro;Masculino;Estados Unidos;0;1721;40;<=50K
50;privado;159650;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
62;privado;290754;decimo-ano;6;viuvo;Faxineiro;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
41;privado;49654;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;52;<=50K
20;governo-federal;147352;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
23;privado;227943;tecnologo;12;solteiro;Vendas;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;30;<=50K
18;privado;423024;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;20;<=50K
53;;64322;oitavo ano;4;separado;?;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
42;privado;445940;nono-ano;5;casado;Reparo de Artesanato;Marido;Branco;Masculino;México;0;0;40;<=50K
23;privado;230824;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;privado;48882;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Outro Parente;Branco;Feminino;Estados Unidos;0;0;40;<=50K
47;privado;168195;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;55;<=50K
53;governo-municipal;188644;sexto ano;3;casado;Outros Serviços;Marido;Branco;Masculino;México;0;0;40;<=50K
28;privado;136077;decimo-ano;6;solteiro;Faxineiro;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
28;governo-estadual;119793;graduacao-incompleta;10;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
44;privado;336513;graduacao-incompleta;10;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
58;privado;186991;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
25;;218948;oitavo ano;4;solteiro;?;Não na Família;Branco;Feminino;México;0;0;32;<=50K
26;privado;211435;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
36;autonomo-sem-imcorporacao;280169;graduacao-incompleta;10;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;3456;0;8;<=50K
27;privado;109997;ensino-medio-completo;9;divorciado;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
39;privado;286789;doutorado;16;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
25;privado;102460;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
17;privado;287160;ensino-medio-incompleto;7;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;15;<=50K
39;privado;198097;graduacao;13;divorciado;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
52;privado;119111;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
24;privado;174461;graduacao;13;solteiro;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;50;<=50K
26;autonomo-sem-imcorporacao;281678;tecnologo;11;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;55;<=50K
24;;377725;graduacao;13;solteiro;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
32;privado;151053;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
49;governo-municipal;186539;mestrado;14;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
20;;149478;graduacao-incompleta;10;solteiro;?;Outro Parente;Branco;Feminino;Estados Unidos;0;0;25;<=50K
40;privado;198452;ensino-medio-incompleto;7;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
52;privado;198863;graduado-medicina-direito;15;divorciado;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;2559;60;>50K
33;privado;176711;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
19;privado;165310;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Outro Parente;Branco;Masculino;Estados Unidos;0;0;20;<=50K
37;privado;213008;tecnologo;11;casado;Especialidade Profissional;Marido;Branco;Masculino;Japão;0;0;40;<=50K
21;governo-estadual;38251;graduacao-incompleta;10;solteiro;Suporte Técnico;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;20;<=50K
33;privado;125761;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;36;<=50K
28;privado;148645;tecnologo;12;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
48;privado;273435;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1579;40;<=50K
43;privado;208613;graduacao;13;separado;Suporte Técnico;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
32;privado;192565;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
28;privado;183885;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;30;<=50K
47;autonomo-sem-imcorporacao;243631;graduacao;13;casado;Especialidade Profissional;Marido;Asiático e Ilhas do Pacífico;Masculino;Sul;0;0;40;<=50K
37;privado;191754;graduacao;13;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
26;privado;261278;graduacao-incompleta;10;separado;Vendas;Outro Parente;Negro;Masculino;Estados Unidos;0;0;30;<=50K
55;privado;127014;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;60;<=50K
40;privado;197919;tecnologo;12;divorciado;Vendas;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
31;privado;217460;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
39;privado;86551;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
54;autonomo-com-incorporacao;98051;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;54;>50K
38;privado;215917;graduacao-incompleta;10;casado;Vendas;Marido;Asiático e Ilhas do Pacífico;Masculino;Filipinas;0;0;40;<=50K
53;autonomo-sem-imcorporacao;192982;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;85;<=50K
27;autonomo-sem-imcorporacao;334132;tecnologo;12;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;78;<=50K
42;privado;136986;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
62;privado;116812;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
47;privado;189123;ensino-medio-incompleto;7;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;1485;58;<=50K
26;privado;89648;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;50;<=50K
33;;190027;ensino-medio-completo;9;solteiro;?;Não Casado;Negro;Feminino;Estados Unidos;0;0;20;<=50K
59;privado;99248;graduacao-incompleta;10;divorciado;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
42;privado;57600;ensino-medio-completo;9;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
25;privado;199224;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
58;privado;140363;ensino-medio-completo;9;divorciado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;36;<=50K
30;privado;308812;graduacao-incompleta;10;solteiro;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;60;<=50K
