id_cliente;cliente_sexo;cliente_idade;cliente_renda_estimada;loja_uf;loja_cidade;valor_medio_compra
37420;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;72
37589;Feminino;53;Entre 5.000 e 9.999;SP;SÃO PAULO;71
37664;Feminino;37;Maior que 10.000;RJ;RIO DE JANEIRO;195
37787;Masculino;24;Maior que 10.000;SP;SÃO PAULO;281
37852;Feminino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;132
38079;Feminino;47;Maior que 10.000;RJ;RIO DE JANEIRO;143
38126;Feminino;60;Maior que 10.000;RJ;RIO DE JANEIRO;155
38192;Feminino;69;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;174
38211;Masculino;59;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;160
38343;Feminino;36;Entre 5.000 e 9.999;MG;BELO HORIZONTE;168
38429;Masculino;62;Entre 1.000 e 2.499;SP;SÃO PAULO;295
38599;Feminino;40;Entre 2.500 e 4.999;SP;SÃO PAULO;53
38659;Feminino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;129
38682;Feminino;22;Entre 2.500 e 4.999;SP;SÃO PAULO;48
38715;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;378
38746;Masculino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;647
38833;Feminino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;100
38852;Feminino;50;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;140
38998;Feminino;53;Maior que 10.000;RJ;RIO DE JANEIRO;381
39017;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;132
39257;Feminino;70;Entre 2.500 e 4.999;SP;SÃO PAULO;205
39275;Feminino;39;Entre 2.500 e 4.999;SP;SÃO PAULO;253
39277;Masculino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;384
39359;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;177
39380;Feminino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;392
39407;Feminino;65;Entre 2.500 e 4.999;SP;SÃO PAULO;361
39480;Feminino;50;Entre 5.000 e 9.999;SP;SÃO PAULO;141
39615;Feminino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;239
39680;Feminino;41;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;140
39764;Feminino;47;Maior que 10.000;RJ;RIO DE JANEIRO;139
39770;Feminino;41;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;95
39832;Feminino;72;Maior que 10.000;RJ;RIO DE JANEIRO;94
39886;Feminino;53;Entre 5.000 e 9.999;SP;SÃO PAULO;143
40174;Feminino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;120
40194;Feminino;48;Maior que 10.000;RJ;RIO DE JANEIRO;47
40332;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;102
40526;Feminino;16;Maior que 10.000;RJ;RIO DE JANEIRO;178
40552;Feminino;54;Maior que 10.000;RJ;RIO DE JANEIRO;203
40722;Feminino;30;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;147
41355;Feminino;17;Entre 5.000 e 9.999;SP;SÃO PAULO;100
41371;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;210
41565;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;180
41649;Feminino;59;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;153
41760;Feminino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;174
41789;Masculino;63;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;193
41927;Feminino;32;Maior que 10.000;RJ;RIO DE JANEIRO;304
41982;Masculino;39;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;119
41995;Feminino;31;Maior que 10.000;SP;SÃO PAULO;268
42023;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;174
42158;Feminino;51;Entre 5.000 e 9.999;SP;SÃO PAULO;101
42167;Feminino;44;Entre 5.000 e 9.999;SP;SÃO PAULO;276
42415;Feminino;27;Maior que 10.000;RJ;RIO DE JANEIRO;20
42462;Masculino;61;Maior que 10.000;RJ;RIO DE JANEIRO;136
42489;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;259
42640;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;80
42646;Masculino;56;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;216
42679;Feminino;53;Entre 2.500 e 4.999;SP;SÃO PAULO;88
42704;Feminino;25;Maior que 10.000;RJ;RIO DE JANEIRO;78
42790;Feminino;70;Entre 2.500 e 4.999;SP;SÃO PAULO;535
42809;Masculino;33;Entre 5.000 e 9.999;SP;SÃO PAULO;286
43039;Feminino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;187
43046;Feminino;22;Maior que 10.000;RJ;RIO DE JANEIRO;144
43201;Feminino;54;Maior que 10.000;RJ;RIO DE JANEIRO;187
43227;Feminino;53;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;79
43387;Feminino;42;Entre 2.500 e 4.999;SP;SÃO PAULO;123
43804;Masculino;43;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;108
44012;Feminino;45;Entre 2.500 e 4.999;SP;SÃO PAULO;72
44082;Masculino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;262
44258;Feminino;32;Maior que 10.000;RJ;RIO DE JANEIRO;445
44271;Masculino;47;Maior que 10.000;RJ;RIO DE JANEIRO;108
44292;Feminino;35;Maior que 10.000;SP;SÃO PAULO;489
44301;Feminino;51;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;118
44313;Feminino;36;Entre 2.500 e 4.999;SP;SÃO PAULO;333
44345;Feminino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;58
44367;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;93
44377;Feminino;46;Maior que 10.000;RJ;RIO DE JANEIRO;240
44406;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;63
44430;Feminino;54;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;124
44601;Feminino;22;Entre 5.000 e 9.999;SP;CAMPINAS;129
44651;Masculino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;226
44652;Masculino;48;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;134
44655;Feminino;59;Entre 5.000 e 9.999;SP;SANTOS;82
37498;Feminino;44;Entre 5.000 e 9.999;SP;SÃO PAULO;365
37592;Feminino;26;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;156
37651;Feminino;36;Entre 5.000 e 9.999;SP;SÃO PAULO;84
37881;Feminino;71;Entre 2.500 e 4.999;SP;SÃO PAULO;83
37935;Masculino;42;Entre 2.500 e 4.999;SP;SÃO PAULO;508
37977;Masculino;46;Entre 2.500 e 4.999;SP;SÃO PAULO;186
38033;Masculino;35;Maior que 10.000;RJ;RIO DE JANEIRO;315
38194;Feminino;63;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;224
38309;Masculino;37;Entre 2.500 e 4.999;SP;SÃO PAULO;138
38386;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;120
38443;Masculino;25;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;209
38511;Feminino;30;Entre 2.500 e 4.999;MG;BELO HORIZONTE;339
38667;Masculino;32;Entre 2.500 e 4.999;SP;SÃO PAULO;160
38971;Feminino;29;Entre 2.500 e 4.999;SP;SÃO PAULO;248
39033;Masculino;25;Maior que 10.000;RJ;RIO DE JANEIRO;205
39077;Feminino;62;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;152
39097;Masculino;49;Entre 2.500 e 4.999;SP;SÃO PAULO;246
39513;Feminino;33;Entre 5.000 e 9.999;SP;SÃO PAULO;108
39685;Feminino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;107
39699;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;124
39917;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;157
39944;Masculino;21;Entre 5.000 e 9.999;MG;BELO HORIZONTE;91
40072;Feminino;60;Entre 2.500 e 4.999;SP;SÃO PAULO;52
40174;Feminino;35;Maior que 10.000;RJ;RIO DE JANEIRO;133
40367;Feminino;29;Entre 2.500 e 4.999;SP;SÃO PAULO;200
40672;Feminino;49;Entre 5.000 e 9.999;SP;SÃO PAULO;254
40733;Feminino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;178
40854;Feminino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;333
40961;Feminino;30;Entre 5.000 e 9.999;SP;SÃO PAULO;194
41101;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;263
41120;Feminino;31;Maior que 10.000;SP;CAMPINAS;110
41290;Feminino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;164
41313;Masculino;31;Maior que 10.000;RJ;RIO DE JANEIRO;287
41409;Feminino;56;Entre 2.500 e 4.999;SP;SÃO PAULO;572
41514;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;283
41581;Feminino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;108
41596;Feminino;22;Maior que 10.000;RJ;RIO DE JANEIRO;140
42130;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;248
42227;Feminino;28;Maior que 10.000;RJ;RIO DE JANEIRO;169
42258;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;99
42318;Masculino;31;Entre 5.000 e 9.999;MG;BELO HORIZONTE;80
42327;Feminino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;233
42366;Feminino;63;Entre 2.500 e 4.999;SP;SÃO PAULO;319
42418;Feminino;20;Entre 5.000 e 9.999;SP;SÃO PAULO;35
42481;Feminino;57;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;115
42487;Masculino;33;Maior que 10.000;RJ;RIO DE JANEIRO;161
42695;Feminino;62;Maior que 10.000;RJ;RIO DE JANEIRO;175
42741;Feminino;50;Entre 5.000 e 9.999;SP;SÃO PAULO;345
42752;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;106
42946;Feminino;39;Entre 2.500 e 4.999;SP;SÃO PAULO;125
42973;Feminino;44;Maior que 10.000;RJ;RIO DE JANEIRO;151
43016;Feminino;41;Entre 5.000 e 9.999;SP;SÃO PAULO;144
43088;Masculino;51;Maior que 10.000;RJ;RIO DE JANEIRO;132
43100;Masculino;48;Entre 5.000 e 9.999;MG;BELO HORIZONTE;95
43103;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;105
43221;Feminino;26;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;130
43265;Feminino;60;Maior que 10.000;RJ;RIO DE JANEIRO;158
43325;Feminino;53;Entre 2.500 e 4.999;SP;SÃO PAULO;134
43325;Masculino;61;Maior que 10.000;RJ;RIO DE JANEIRO;117
43394;Feminino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;130
43582;Feminino;28;Entre 5.000 e 9.999;SP;SÃO PAULO;188
43705;Masculino;52;Entre 5.000 e 9.999;SP;CAMPINAS;298
43763;Feminino;55;Entre 5.000 e 9.999;SP;SÃO PAULO;326
43838;Feminino;24;Entre 5.000 e 9.999;MG;BELO HORIZONTE;302
44022;Masculino;73;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;54
44257;Feminino;21;Maior que 10.000;RJ;RIO DE JANEIRO;84
44338;Feminino;53;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;228
44353;Masculino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;170
44389;Feminino;61;Maior que 10.000;RJ;RIO DE JANEIRO;184
44445;Masculino;72;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;136
44501;Feminino;45;Entre 2.500 e 4.999;SP;SÃO PAULO;268
44546;Feminino;54;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;164
44612;Feminino;49;Entre 2.500 e 4.999;SP;SÃO PAULO;108
44612;Feminino;48;Maior que 10.000;RJ;RIO DE JANEIRO;96
44622;Masculino;44;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;165
44646;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;220
44650;Masculino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;130
44692;Masculino;27;Entre 5.000 e 9.999;MG;BELO HORIZONTE;108
44762;Masculino;49;Maior que 10.000;RJ;RIO DE JANEIRO;133
44817;Masculino;45;Entre 5.000 e 9.999;SP;SÃO PAULO;157
44901;Feminino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;97
44945;Masculino;36;Entre 5.000 e 9.999;SP;SÃO PAULO;805
44985;Masculino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;88
44990;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;90
45029;Masculino;43;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;99
45120;Masculino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;240
45127;Feminino;46;Maior que 10.000;RJ;RIO DE JANEIRO;159
45139;Feminino;40;Entre 2.500 e 4.999;SP;SÃO PAULO;306
45219;Feminino;36;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;0
45243;Masculino;39;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;60
45315;Feminino;20;Maior que 10.000;SP;CAMPINAS;116
45439;Masculino;20;Entre 5.000 e 9.999;SP;SÃO PAULO;215
45451;Feminino;51;Entre 2.500 e 4.999;SP;SÃO PAULO;100
45464;Masculino;24;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;69
31498;Feminino;20;Entre 2.500 e 4.999;SP;SÃO PAULO;132
31731;Feminino;47;Entre 2.500 e 4.999;SP;SÃO PAULO;201
31792;Feminino;24;Entre 5.000 e 9.999;SP;SÃO PAULO;97
31799;Feminino;28;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;221
31863;Feminino;45;Maior que 10.000;RJ;RIO DE JANEIRO;199
31895;Masculino;52;Entre 5.000 e 9.999;SP;SÃO PAULO;288
31913;Feminino;34;Entre 5.000 e 9.999;SP;SÃO PAULO;91
31957;Feminino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;180
32061;Masculino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;169
32358;Masculino;59;Maior que 10.000;RJ;RIO DE JANEIRO;280
32632;Feminino;49;Entre 5.000 e 9.999;SP;SÃO PAULO;153
32635;Feminino;32;Entre 5.000 e 9.999;SP;SÃO PAULO;150
32738;Masculino;26;Maior que 10.000;RJ;RIO DE JANEIRO;109
32832;Feminino;29;Maior que 10.000;RJ;RIO DE JANEIRO;260
32851;Masculino;27;Entre 5.000 e 9.999;SP;SÃO PAULO;136
33052;Feminino;31;Maior que 10.000;RJ;RIO DE JANEIRO;183
33090;Feminino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;74
33094;Feminino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;225
33122;Feminino;19;Entre 5.000 e 9.999;SP;SÃO PAULO;29
33124;Masculino;63;Entre 5.000 e 9.999;SP;SÃO PAULO;130
33359;Masculino;23;Entre 5.000 e 9.999;SP;SÃO PAULO;80
33412;Feminino;29;Entre 5.000 e 9.999;MG;BELO HORIZONTE;174
33551;Feminino;34;Entre 5.000 e 9.999;SP;SÃO PAULO;82
33677;Feminino;27;Maior que 10.000;RJ;RIO DE JANEIRO;240
33783;Feminino;29;Entre 2.500 e 4.999;SP;SÃO PAULO;161
34612;Masculino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;179
34808;Feminino;41;Entre 5.000 e 9.999;SP;SÃO PAULO;361
34883;Feminino;64;Maior que 10.000;RJ;RIO DE JANEIRO;168
34911;Feminino;29;Entre 2.500 e 4.999;SP;SÃO PAULO;145
35084;Feminino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;68
35127;Feminino;25;Maior que 10.000;RJ;RIO DE JANEIRO;196
35217;Feminino;52;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;91
35330;Feminino;22;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;36
35455;Feminino;24;Entre 5.000 e 9.999;SP;SÃO PAULO;228
35634;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;120
35708;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;77
35750;Feminino;41;Entre 2.500 e 4.999;SP;SÃO PAULO;213
35785;Feminino;43;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;268
35844;Feminino;43;Maior que 10.000;RJ;RIO DE JANEIRO;142
36012;Feminino;48;Maior que 10.000;SP;SÃO PAULO;217
36013;Masculino;40;Maior que 10.000;RJ;RIO DE JANEIRO;310
36013;Feminino;34;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;123
36088;Masculino;48;Entre 2.500 e 4.999;SP;SÃO PAULO;433
36196;Feminino;27;Entre 5.000 e 9.999;SP;SÃO PAULO;148
36316;Feminino;48;Maior que 10.000;RJ;RIO DE JANEIRO;95
36340;Feminino;26;Maior que 10.000;RJ;RIO DE JANEIRO;164
36354;Masculino;47;Entre 2.500 e 4.999;SP;SÃO PAULO;163
36445;Masculino;34;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;226
36470;Feminino;58;Entre 5.000 e 9.999;SP;SÃO PAULO;139
36702;Masculino;58;Entre 2.500 e 4.999;SP;SÃO PAULO;296
36884;Feminino;45;Entre 5.000 e 9.999;SP;CAMPINAS;188
37140;Feminino;50;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;107
37248;Masculino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;176
37417;Feminino;37;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;100
37557;Feminino;32;Entre 2.500 e 4.999;SP;SÃO PAULO;68
37590;Feminino;31;Entre 5.000 e 9.999;MG;BELO HORIZONTE;87
37648;Feminino;25;Maior que 10.000;RJ;RIO DE JANEIRO;119
37816;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;657
37900;Masculino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;91
38401;Feminino;24;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;80
38499;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;121
38501;Feminino;31;Entre 5.000 e 9.999;SP;CAMPINAS;171
38515;Feminino;29;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;147
38567;Masculino;30;Maior que 10.000;SP;SÃO PAULO;81
38645;Feminino;59;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;195
38839;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;168
38852;Masculino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;191
38872;Feminino;44;Entre 5.000 e 9.999;SP;SÃO PAULO;237
39119;Feminino;40;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;36
39147;Feminino;54;Maior que 10.000;SP;SÃO PAULO;99
39162;Feminino;35;Maior que 10.000;SP;SÃO PAULO;140
39185;Feminino;28;Entre 5.000 e 9.999;SP;CAMPINAS;49
39241;Feminino;56;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;305
39338;Feminino;22;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;30
39386;Feminino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;665
39457;Feminino;30;Maior que 10.000;RJ;RIO DE JANEIRO;118
39457;Feminino;41;Entre 5.000 e 9.999;RJ;NITERÓI;199
39700;Feminino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;69
39720;Feminino;22;Entre 2.500 e 4.999;SP;SÃO PAULO;185
39849;Feminino;46;Maior que 10.000;SP;SÃO PAULO;154
39916;Feminino;52;Entre 5.000 e 9.999;SP;SÃO PAULO;214
40020;Feminino;45;Maior que 10.000;RJ;RIO DE JANEIRO;87
40180;Feminino;40;Entre 2.500 e 4.999;SP;SÃO PAULO;103
40643;Feminino;37;Maior que 10.000;RJ;RIO DE JANEIRO;173
40686;Feminino;65;Maior que 10.000;RJ;RIO DE JANEIRO;262
40756;Feminino;34;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;137
40766;Masculino;61;Maior que 10.000;RJ;RIO DE JANEIRO;180
40881;Feminino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;201
40926;Feminino;56;Maior que 10.000;RJ;RIO DE JANEIRO;96
41013;Feminino;48;Entre 5.000 e 9.999;SP;SÃO PAULO;103
41027;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;91
41252;Feminino;19;Maior que 10.000;RJ;RIO DE JANEIRO;123
41311;Feminino;49;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;90
41399;Feminino;30;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;34
44682;Feminino;44;Entre 5.000 e 9.999;SP;SÃO PAULO;140
44772;Feminino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;83
44774;Masculino;33;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;85
44782;Feminino;41;Maior que 10.000;SP;SÃO PAULO;396
44826;Feminino;39;Entre 5.000 e 9.999;SP;SÃO PAULO;160
44871;Masculino;64;Maior que 10.000;RJ;RIO DE JANEIRO;230
44935;Feminino;57;Entre 2.500 e 4.999;SP;SÃO PAULO;172
44956;Feminino;52;Maior que 10.000;RJ;RIO DE JANEIRO;256
44965;Feminino;29;Entre 5.000 e 9.999;RJ;NITERÓI;178
44982;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;33
44986;Feminino;27;Maior que 10.000;RJ;RIO DE JANEIRO;183
45032;Masculino;48;Maior que 10.000;RJ;RIO DE JANEIRO;171
45076;Feminino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;159
45112;Masculino;54;Maior que 10.000;RJ;RIO DE JANEIRO;326
45185;Masculino;42;Maior que 10.000;RJ;RIO DE JANEIRO;284
45207;Masculino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;283
45234;Feminino;26;Maior que 10.000;RJ;RIO DE JANEIRO;93
45246;Feminino;47;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;99
45311;Feminino;19;Maior que 10.000;RJ;RIO DE JANEIRO;116
45323;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;78
45411;Feminino;23;Entre 5.000 e 9.999;MG;BELO HORIZONTE;189
45411;Masculino;48;Entre 5.000 e 9.999;SP;SÃO PAULO;424
45413;Feminino;44;Entre 2.500 e 4.999;SP;SÃO PAULO;62
45421;Feminino;36;Entre 2.500 e 4.999;SP;SÃO PAULO;145
45437;Feminino;68;Maior que 10.000;RJ;RIO DE JANEIRO;195
45446;Masculino;61;Maior que 10.000;RJ;RIO DE JANEIRO;271
45470;Masculino;37;Entre 5.000 e 9.999;SP;SÃO PAULO;229
45518;Feminino;52;Entre 5.000 e 9.999;SP;SÃO PAULO;77
45520;Masculino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;99
45539;Feminino;33;Entre 5.000 e 9.999;SP;CAMPINAS;69
45559;Feminino;43;Maior que 10.000;RJ;RIO DE JANEIRO;204
45648;Feminino;62;Maior que 10.000;RJ;RIO DE JANEIRO;142
45701;Feminino;21;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;279
45718;Feminino;31;Maior que 10.000;RJ;RIO DE JANEIRO;112
45789;Feminino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;380
45953;Feminino;19;Entre 2.500 e 4.999;SP;SÃO PAULO;20
45957;Masculino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;136
46069;Feminino;60;Maior que 10.000;RJ;RIO DE JANEIRO;154
46136;Masculino;47;Maior que 10.000;SP;SÃO PAULO;134
46168;Feminino;51;Entre 2.500 e 4.999;SP;SÃO PAULO;140
46228;Feminino;23;Maior que 10.000;RJ;RIO DE JANEIRO;44
46231;Masculino;36;Entre 5.000 e 9.999;SP;SÃO PAULO;193
46250;Masculino;35;Entre 5.000 e 9.999;SP;SÃO PAULO;182
46257;Feminino;35;Maior que 10.000;RJ;RIO DE JANEIRO;188
46259;Feminino;55;Entre 5.000 e 9.999;SP;SÃO PAULO;158
46296;Feminino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;80
46357;Feminino;27;Entre 5.000 e 9.999;SP;SÃO PAULO;140
46551;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;130
46593;Feminino;43;Entre 1.000 e 2.499;SP;SÃO PAULO;277
46595;Feminino;28;Maior que 10.000;RJ;RIO DE JANEIRO;161
46632;Feminino;21;Maior que 10.000;RJ;RIO DE JANEIRO;70
46661;Masculino;67;Maior que 10.000;RJ;RIO DE JANEIRO;155
46665;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;220
46686;Feminino;61;Entre 2.500 e 4.999;SP;SÃO PAULO;78
46734;Masculino;42;Entre 2.500 e 4.999;SP;SÃO PAULO;176
46744;Feminino;54;Entre 5.000 e 9.999;SP;SÃO PAULO;309
46769;Masculino;39;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;234
46785;Feminino;26;Maior que 10.000;SP;SÃO PAULO;35
47077;Feminino;23;Maior que 10.000;RJ;RIO DE JANEIRO;167
47107;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;208
47128;Masculino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;258
47149;Feminino;49;Entre 5.000 e 9.999;SP;SÃO PAULO;159
47214;Masculino;28;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;198
47250;Feminino;56;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;136
47280;Feminino;25;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;124
47300;Feminino;32;Entre 5.000 e 9.999;SP;SÃO PAULO;191
47366;Masculino;44;Maior que 10.000;RJ;RIO DE JANEIRO;102
47368;Masculino;62;Maior que 10.000;RJ;RIO DE JANEIRO;109
47451;Feminino;59;Entre 2.500 e 4.999;SP;SÃO PAULO;75
47490;Masculino;66;Maior que 10.000;RJ;RIO DE JANEIRO;308
47541;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;105
47622;Masculino;38;Maior que 10.000;RJ;RIO DE JANEIRO;134
47629;Masculino;50;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;258
47645;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;108
47655;Feminino;39;Entre 1.000 e 2.499;SP;SÃO PAULO;63
47657;Feminino;66;Entre 5.000 e 9.999;SP;SÃO PAULO;386
47706;Masculino;33;Entre 5.000 e 9.999;SP;SÃO PAULO;76
47722;Masculino;55;Maior que 10.000;RJ;RIO DE JANEIRO;614
47731;Feminino;24;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;179
47747;Feminino;27;Maior que 10.000;RJ;RIO DE JANEIRO;204
47948;Masculino;44;Entre 5.000 e 9.999;MG;BELO HORIZONTE;283
47999;Feminino;48;Entre 5.000 e 9.999;SP;SÃO PAULO;248
48026;Feminino;41;Maior que 10.000;RJ;RIO DE JANEIRO;186
48050;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;634
48053;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;149
48142;Feminino;45;Maior que 10.000;RJ;RIO DE JANEIRO;111
48345;Feminino;40;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;88
48372;Feminino;22;Entre 2.500 e 4.999;SP;SÃO PAULO;169
48402;Feminino;24;Entre 5.000 e 9.999;SP;SÃO PAULO;137
48418;Feminino;32;Maior que 10.000;RJ;RIO DE JANEIRO;52
48420;Feminino;44;Maior que 10.000;RJ;RIO DE JANEIRO;263
48478;Feminino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;89
48582;Feminino;30;Entre 5.000 e 9.999;SP;SÃO PAULO;67
