CÓDIGO SAP;FAMÍLIA;APRESENTAÇÃO;QTDE;UM;PRINCIPIO ATIVO;UNIDADE DE NEGÓCIO;EMPRESA;REGISTRO MS;GGREM;NCM (CLASS FISCAL);CÓDIGO EAN;TIPO DE MEDICAMENTO;% Pis;% Cofins;TARJA;LISTA;REGIME DE PREÇOS;IPI;ICMS 0 % (PF);ICMS 0 % (PMC);ICMS 12 %  (PF);ICMS 12 % (PMC) ;ICMS 17 % (PF);ICMS 17 % (PMC);ICMS 17,5 % (PF);ICMS 17,5 % (PMC);ICMS 18 %  (PF);ICMS 18 %  (PMC);ICMS 20 % (PF);ICMS 20 % (PMC);ICMS 17 % (ALC) AC/RR (PF);ICMS 17 % (ALC) AC/RR (PMC);ICMS 17,5 % (ALC) RO (PF);ICMS 17,5 % (ALC) RO (PMC);ICMS 18 % (ALC) AM/AP (PF);ICMS 18 % (ALC) AM/AP (PMC)
1003774;BROMETO IPRATROPIO;BR IPRATROPIO 0,250MG SOL INAL FRX20ML;1;FR;BROMETO DE IPRATRÓPIO;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21124E+14;30044990;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;9,5;13,13;10,07;13,92;10,13;14;10,2;14,1;10,45;14,45;10,07;13,92;10,13;14;10,2;14,1
1006553;BROMETO IPRATROPIO;BR IPRATROPIO 0,250MG SOL INAL FRX20ML;1;FR;BROMETO DE IPRATRÓPIO;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30044990;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;9,5;13,13;10,07;13,92;10,13;14;10,2;14,1;10,45;14,45;10,07;13,92;10,13;14;10,2;14,1
1003663;BROMOPRIDA;BROMOPRIDA 4MG GT FRX20ML;1;FR;BROMOPRIDA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21123E+14;30049045;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;14,25;19,03;15,24;20,31;15,34;20,44;15,45;20,58;15,9;21,16;13,26;18,33;13,34;18,44;13,43;18,57
1006561;BROMOPRIDA;BROMOPRIDA 4MG GT FRX20ML;1;FR;BROMOPRIDA;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049045;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;14,25;19,03;15,24;20,31;15,34;20,44;15,45;20,58;15,9;21,16;13,26;18,33;13,34;18,44;13,43;18,57
1000211;BRONDILAT;BRONDILAT ADU XPE FRX120ML;1;FR;ACEBROFILINA;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00501E+14;30049099;7,89666E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;28,24;39,04;29,94;41,39;30,12;41,64;30,3;41,89;31,06;42,94;29,94;41,39;30,12;41,64;30,3;41,89
1000212;BRONDILAT;BRONDILAT PED XPE FRX120ML;1;FR;ACEBROFILINA;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00501E+14;30049099;7,89666E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;22,92;31,69;24,3;33,59;24,45;33,8;24,6;34,01;25,21;34,85;24,3;33,59;24,45;33,8;24,6;34,01
1000610;BUSONID NASAL;BUSONID AQ NA 100MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;50,41;69,69;53,45;73,89;53,77;74,33;54,1;74,79;55,45;76,66;53,45;73,89;53,77;74,33;54,1;74,79
1006309;BUSONID NASAL;BUSONID AQ NA 100MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;50,41;69,69;53,45;73,89;53,77;74,33;54,1;74,79;55,45;76,66;53,45;73,89;53,77;74,33;54,1;74,79
1000645;BUSONID NASAL;BUSONID AQ NA 32MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;NOVO;0;0;TV;POS;MONITORADO;0;0;0;17,08;23,61;18,11;25,04;18,22;25,19;18,33;25,34;18,79;25,98;18,11;25,04;18,22;25,19;18,33;25,34
1006316;BUSONID NASAL;BUSONID AQ NA 32MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;NOVO;0;0;TV;POS;MONITORADO;0;0;0;17,08;23,61;18,11;25,04;18,22;25,19;18,33;25,34;18,79;25,98;18,11;25,04;18,22;25,19;18,33;25,34
1000596;BUSONID NASAL;BUSONID AQ NA 50MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;25,07;34,66;26,58;36,75;26,74;36,97;26,9;37,19;27,58;38,13;26,58;36,75;26,74;36,97;26,9;37,19
1006419;BUSONID NASAL;BUSONID AQ NA 50MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;25,07;34,66;26,58;36,75;26,74;36,97;26,9;37,19;27,58;38,13;26,58;36,75;26,74;36,97;26,9;37,19
1000646;BUSONID NASAL;BUSONID AQ NA 64MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;NOVO;0;0;TV;POS;MONITORADO;0;0;0;34,14;47,2;36,19;50,03;36,41;50,33;36,63;50,64;37,55;51,91;36,19;50,03;36,41;50,33;36,63;50,64
1006317;BUSONID NASAL;BUSONID AQ NA 64MCG 120D S/CO;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;NOVO;0;0;TV;POS;MONITORADO;0;0;0;34,14;47,2;36,19;50,03;36,41;50,33;36,63;50,64;37,55;51,91;36,19;50,03;36,41;50,33;36,63;50,64
1000119;BUSONID ORAL;BUSONID 200MCG CAP 4BLX15 REFL;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;29,25;40,44;31,01;42,87;31,2;43,13;31,39;43,39;32,18;44,49;31,01;42,87;31,2;43,13;31,39;43,39
1006369;BUSONID ORAL;BUSONID 200MCG CAP 4BLX15 REFL;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;29,25;40,44;31,01;42,87;31,2;43,13;31,39;43,39;32,18;44,49;31,01;42,87;31,2;43,13;31,39;43,39
1000279;BUSONID ORAL;BUSONID 200MCG CAP 4BLX15+INAL;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;36,52;50,49;38,72;53,53;38,96;53,86;39,2;54,19;40,18;55,55;38,72;53,53;38,96;53,86;39,2;54,19
1006374;BUSONID ORAL;BUSONID 200MCG CAP 4BLX15+INAL;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;36,52;50,49;38,72;53,53;38,96;53,86;39,2;54,19;40,18;55,55;38,72;53,53;38,96;53,86;39,2;54,19
1000164;BUSONID ORAL;BUSONID 400MCG CAP 4BLX15 REFL;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;48,48;67,02;51,4;71,06;51,71;71,49;52,02;71,91;53,33;73,73;51,4;71,06;51,71;71,49;52,02;71,91
1006370;BUSONID ORAL;BUSONID 400MCG CAP 4BLX15 REFL;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;48,48;67,02;51,4;71,06;51,71;71,49;52,02;71,91;53,33;73,73;51,4;71,06;51,71;71,49;52,02;71,91
1000242;BUSONID ORAL;BUSONID 400MCG CAP 4BLX15+INAL;1;FR;BUDESONIDA;PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,21103E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;63,44;87,7;67,27;93;67,67;93,55;68,09;94,13;69,79;96,48;67,27;93;67,67;93,55;68,09;94,13
1006372;BUSONID ORAL;BUSONID 400MCG CAP 4BLX15+INAL;1;FR;BUDESONIDA;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043999;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;63,44;87,7;67,27;93;67,67;93,55;68,09;94,13;69,79;96,48;67,27;93;67,67;93,55;68,09;94,13
1003908;CANDESARTANA;CANDESARTANA 16MG COM BLX30;30;COM;CANDESARTANA CILEXETILA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21116E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;79,8;110,32;84,6;116,95;85,12;117,67;85,63;118,38;87,78;121,35;84,6;116,95;85,12;117,67;85,63;118,38
1003904;CANDESARTANA;CANDESARTANA 8MG COM BLX30;30;COM;CANDESARTANA CILEXETILA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21116E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;73,76;101,97;78,2;108,11;78,68;108,77;79,16;109,43;81,14;112,17;78,2;108,11;78,68;108,77;79,16;109,43
1006570;CARBOCISTE;CARBOCISTEINA 100MG/5ML XPE FR AMB X 100ML;1;FR;CARBOCISTEÍNA;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049057;7,89618E+12;GENÉRICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;12,33;16,47;13,19;17,58;13,28;17,7;13,37;17,81;13,76;18,32;11,48;15,87;11,55;15,97;11,62;16,06
1006032;CARBOCISTE;CARBOCISTEINA 250MG/5ML FR AMB X 100ML;1;FR;CARBOCISTEÍNA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21118E+14;30049057;7,89618E+12;GENÉRICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;18,5;24,71;19,78;26,37;19,92;26,55;20,06;26,73;20,64;27,47;17,22;23,81;17,33;23,96;17,43;24,1
1006574;CARBOCISTE;CARBOCISTEINA 250MG/5ML FR AMB X 100ML;1;FR;CARBOCISTEÍNA;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049057;7,89618E+12;GENÉRICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;18,5;24,71;19,78;26,37;19,92;26,55;20,06;26,73;20,64;27,47;17,22;23,81;17,33;23,96;17,43;24,1
1000117;CARNABOL;CARNABOL COM 5STRX4;20;COM;POLIVITAMÍNICO + ASSOCIAÇÃO;MIP;ACHÉ;1,0573E+12;5,52919E+14;30045090;7,89666E+12;ESPECÍFICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;12,85;17,16;13,74;18,31;13,84;18,44;13,93;18,56;14,34;19,09;11,96;16,53;12,03;16,63;12,11;16,74
1001187;CARNABOL;CARNABOL KIDS SUSOR FRX120ML;1;FR;POLIVITAMÍNICOS + SAIS MINERAIS;MIP;ACHÉ;1,0573E+12;5,52919E+14;30045090;7,89666E+12;ESPECÍFICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;11,35;15,16;12,13;16,17;12,22;16,28;12,31;16,4;12,66;16,85;10,56;14,6;10,63;14,7;10,69;14,78
1006579;CARVEDILOL;CARVEDILOL 12,5MG COM BLX15;15;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;24,98;34,53;26,48;36,61;26,64;36,83;26,8;37,05;27,48;37,99;26,48;36,61;26,64;36,83;26,8;37,05
1002141;CARVEDILOL;CARVEDILOL 12,5MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;34,77;48,07;36,87;50,97;37,09;51,27;37,32;51,59;38,25;52,88;36,87;50,97;37,09;51,27;37,32;51,59
1005924;CARVEDILOL;CARVEDILOL 12,5MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;34,77;48,07;36,87;50,97;37,09;51,27;37,32;51,59;38,25;52,88;36,87;50,97;37,09;51,27;37,32;51,59
1006584;CARVEDILOL;CARVEDILOL 12,5MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;34,77;48,07;36,87;50,97;37,09;51,27;37,32;51,59;38,25;52,88;36,87;50,97;37,09;51,27;37,32;51,59
1000466;CARVEDILOL;CARVEDILOL 25MG COM 2BLX15;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;58,65;81,08;62,18;85,96;62,56;86,49;62,94;87,01;64,51;89,18;62,18;85,96;62,56;86,49;62,94;87,01
1005925;CARVEDILOL;CARVEDILOL 25MG COM 2BLX15;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;58,65;81,08;62,18;85,96;62,56;86,49;62,94;87,01;64,51;89,18;62,18;85,96;62,56;86,49;62,94;87,01
1006587;CARVEDILOL;CARVEDILOL 25MG COM 2BLX15;30;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;58,65;81,08;62,18;85,96;62,56;86,49;62,94;87,01;64,51;89,18;62,18;85,96;62,56;86,49;62,94;87,01
1000315;CARVEDILOL;CARVEDILOL 3,125MG COM BLX15;15;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;19,33;26,72;20,49;28,33;20,62;28,51;20,74;28,67;21,26;29,39;20,49;28,33;20,62;28,51;20,74;28,67
1005920;CARVEDILOL;CARVEDILOL 3,125MG COM BLX15;15;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;19,33;26,72;20,49;28,33;20,62;28,51;20,74;28,67;21,26;29,39;20,49;28,33;20,62;28,51;20,74;28,67
1006591;CARVEDILOL;CARVEDILOL 3,125MG COM BLX15;15;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;19,33;26,72;20,49;28,33;20,62;28,51;20,74;28,67;21,26;29,39;20,49;28,33;20,62;28,51;20,74;28,67
1002139;CARVEDILOL;CARVEDILOL 3,125MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;25,82;35,69;27,37;37,84;27,54;38,07;27,71;38,31;28,4;39,26;27,37;37,84;27,54;38,07;27,71;38,31
1005926;CARVEDILOL;CARVEDILOL 3,125MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;25,82;35,69;27,37;37,84;27,54;38,07;27,71;38,31;28,4;39,26;27,37;37,84;27,54;38,07;27,71;38,31
1006596;CARVEDILOL;CARVEDILOL 3,125MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;25,82;35,69;27,37;37,84;27,54;38,07;27,71;38,31;28,4;39,26;27,37;37,84;27,54;38,07;27,71;38,31
1006601;CARVEDILOL;CARVEDILOL 6,25MG COM BLX15;15;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;21,7;30;23,01;31,81;23,15;32;23,29;32,2;23,88;33,01;23,01;31,81;23,15;32;23,29;32,2
1002140;CARVEDILOL;CARVEDILOL 6,25MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;30,02;41,5;31,83;44;32,02;44,27;32,22;44,54;33,03;45,66;31,83;44;32,02;44,27;32,22;44,54
1005922;CARVEDILOL;CARVEDILOL 6,25MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21121E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;30,02;41,5;31,83;44;32,02;44,27;32,22;44,54;33,03;45,66;31,83;44;32,02;44,27;32,22;44,54
1006607;CARVEDILOL;CARVEDILOL 6,25MG COM BLX30;30;COM;CARVEDILOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049069;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;30,02;41,5;31,83;44;32,02;44,27;32,22;44,54;33,03;45,66;31,83;44;32,02;44,27;32,22;44,54
1000220;CEFALIUM;CEFALIUM COM BLX12;12;COM;"CAFEÍNA;CLORIDRATO DE METOCLOPRAMIDA; ERGOTAMINA; PARACETAMOL";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00502E+14;30049045;7,89666E+12;REFERÊNCIA;0,021;0,099;TV;NEG;MONITORADO;0;0;0;16,17;21,6;17,29;23,05;17,41;23,2;17,53;23,36;18,04;24,01;15,05;20,81;15,14;20,93;15,23;21,05
1006962;CEFALIUM ONE;CEFALIUM ONE 750MG COMR BLX20;20;COM REV;PARACETAMOL ;PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30049045;7,89666E+12;SIMILAR;0,021;0,099;VL;NEG;LIBERADO;0;0;0;13,8;18,43;14,75;19,66;14,86;19,8;14,96;19,93;15,4;20,5;12,84;17,75;12,92;17,86;13;17,97
1000107;CEFALIV;CEFALIV COM BLX12;12;COM;"CAFEÍNA;DIPIRONA SÓDICA; ERGOTAMINA";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00502E+14;30049069;7,89666E+12;NOVO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;12,67;16,92;13,54;18,05;13,64;18,18;13,73;18,29;14,13;18,81;11,79;16,3;11,86;16,4;11,93;16,49
1006610;CELECOXIBE;CELECOXIBE 200MG CAP BLACX10 (C1);10;CAP;CELECOXIBE;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;27,91;38,58;29,59;40,91;29,77;41,16;29,95;41,4;30,7;42,44;29,59;40,91;29,77;41,16;29,95;41,4
1006615;CELECOXIBE;CELECOXIBE 200MG CAP BLACX15 (C1);15;CAP;CELECOXIBE;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;41,86;57,87;44,39;61,37;44,65;61,73;44,93;62,11;46,05;63,66;44,39;61,37;44,65;61,73;44,93;62,11
1004890;CELECOXIBE;CELECOXIBE 200MG CAP BLACX30 (C1);30;CAP;CELECOXIBE;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21116E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;82,64;114,24;87,61;121,12;88,15;121,86;88,68;122,59;90,9;125,66;87,61;121,12;88,15;121,86;88,68;122,59
1006618;CELECOXIBE;CELECOXIBE 200MG CAP BLACX30 (C1);30;CAP;CELECOXIBE;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;82,64;114,24;87,61;121,12;88,15;121,86;88,68;122,59;90,9;125,66;87,61;121,12;88,15;121,86;88,68;122,59
1005451;CETO+BETA+NEO;CETO/BETA/NEOMICINA CREMDERM BGX30G;1;BG;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21117E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;22,03;29,43;23,55;31,39;23,72;31,61;23,88;31,82;24,58;32,72;20,5;28,34;20,63;28,52;20,75;28,69
1006624;CETO+BETA+NEO;CETO/BETA/NEOMICINA CREMDERM BGX30G;1;BG;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;22,03;29,43;23,55;31,39;23,72;31,61;23,88;31,82;24,58;32,72;20,5;28,34;20,63;28,52;20,75;28,69
1005453;CETO+BETA+NEO;CETO/BETA/NEOMICINA POM BGX30G;1;BG;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21117E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;21,96;29,33;23,48;31,3;23,64;31,5;23,81;31,72;24,5;32,61;20,44;28,26;20,56;28,42;20,69;28,6
1006629;CETO+BETA+NEO;CETO/BETA/NEOMICINA POM BGX30G;1;BG;CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;21,96;29,33;23,48;31,3;23,64;31,5;23,81;31,72;24,5;32,61;20,44;28,26;20,56;28,42;20,69;28,6
1006588;CETOCONAZOL;CETOCONAZOL 200MG COM BLX10;10;COM;CETOCONAZOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049077;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;23,59;32,61;25,01;34,57;25,16;34,78;25,32;35;25,95;35,87;25,01;34,57;25,16;34,78;25,32;35
1003875;CETOCONAZOL;CETOCONAZOL 200MG COM BLX30;30;COM;CETOCONAZOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21123E+14;30049077;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;70,81;97,89;75,07;103,78;75,53;104,42;75,99;105,05;77,89;107,68;75,07;103,78;75,53;104,42;75,99;105,05
1006589;CETOCONAZOL;CETOCONAZOL 200MG COM BLX30;30;COM;CETOCONAZOL;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049077;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;70,81;97,89;75,07;103,78;75,53;104,42;75,99;105,05;77,89;107,68;75,07;103,78;75,53;104,42;75,99;105,05
1002570;CETOCONAZOL;CETOCONAZOL 20MG CREM BGX30G;1;BG;CETOCONAZOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21123E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;15,4;20,57;16,47;21,95;16,59;22,11;16,7;22,25;17,19;22,88;14,34;19,82;14,43;19,95;14,51;20,06
1006543;CETOCONAZOL;CETOCONAZOL 20MG CREM BGX30G;1;BG;CETOCONAZOL;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049077;7,89618E+12;GENÉRICO;0,021;0,099;VL;NEG;LIBERADO;0;0;0;15,4;20,57;16,47;21,95;16,59;22,11;16,7;22,25;17,19;22,88;14,34;19,82;14,43;19,95;14,51;20,06
1006593;CETOPROFENO;CETOPROFENO 100MG COMR BLX20;20;COM REV;CETOPROFENO;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049039;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;28,36;39,21;30,07;41,57;30,25;41,82;30,44;42,08;31,2;43,13;30,07;41,57;30,25;41,82;30,44;42,08
1006510;CETOTIFENO;FUM CETOTIFENO 1MG/ML GTS 30ML;1;FR;FUMARATO DE CETOTIFENO;GENÉRICOS;ACHÉ;1,05731E+12;5,5292E+14;30049079;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;38,36;53,03;40,67;56,22;40,92;56,57;41,17;56,92;42,2;58,34;40,67;56,22;40,92;56,57;41,17;56,92
1001819;CICLOBENZAPRINA;CLOR CICLOBENZAPRINA 10MG COMR BLX15;15;COM REV;CLORIDRATO DE CICLOBENZAPRINA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21126E+14;30049039;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;11,74;15,68;12,55;16,73;12,64;16,84;12,73;16,96;13,1;17,44;10,93;15,11;11;15,21;11,06;15,29
1006526;CICLOBENZAPRINA;CLOR CICLOBENZAPRINA 10MG COMR BLX15;15;COM REV;CLORIDRATO DE CICLOBENZAPRINA;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049039;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;11,74;15,68;12,55;16,73;12,64;16,84;12,73;16,96;13,1;17,44;10,93;15,11;11;15,21;11,06;15,29
1001762;CICLOBENZAPRINA;CLOR CICLOBENZAPRINA 10MG COMR BLX30;30;COM REV;CLORIDRATO DE CICLOBENZAPRINA;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21126E+14;30049039;7,89618E+12;GENÉRICO;0,021;0,099;TV;NEG;MONITORADO;0;0;0;23,65;31,59;25,3;33,72;25,47;33,94;25,65;34,17;26,39;35,13;22,02;30,44;22,15;30,62;22,29;30,81
